age,workclass,education,education-num,marital-status,occupation,relationship,race
52,Private,Some-college,3,Never-married,Priv-house-serv,Husband,Amer-Indian-Eskimo
61,Private,10th,8,Divorced,?,Unmarried,Black
23,Federal-gov,Assoc-acdm,8,Married-AF-spouse,Sales,Not-in-family,Black
51,?,10th,9,Never-married,Adm-clerical,Own-child,White
67,Self-emp-not-inc,Preschool,16,Divorced,Other-service,Wife,Asian-Pac-Islander
79,Never-worked,Assoc-voc,6,Married-spouse-absent,Prof-specialty,Husband,Black
26,Without-pay,Bachelors,10,Divorced,Handlers-cleaners,Wife,Amer-Indian-Eskimo
76,Federal-gov,Masters,3,Married-spouse-absent,Sales,Not-in-family,Other
72,?,11th,7,Separated,Other-service,Wife,Amer-Indian-Eskimo
74,Private,7th-8th,7,Married-AF-spouse,Armed-Forces,Unmarried,Other
62,?,7th-8th,6,Married-AF-spouse,Transport-moving,Other-relative,Other
47,?,11th,3,Married-spouse-absent,Handlers-cleaners,Not-in-family,White
76,Federal-gov,9th,14,Married-spouse-absent,Farming-fishing,Unmarried,Black
65,?,9th,1,Widowed,Armed-Forces,Own-child,Other
42,Self-emp-not-inc,7th-8th,5,Married-spouse-absent,Handlers-cleaners,Wife,Asian-Pac-Islander
72,?,1st-4th,14,Widowed,?,Husband,Other
79,Self-emp-inc,Assoc-acdm,8,Never-married,Tech-support,Other-relative,Amer-Indian-Eskimo
44,Federal-gov,Bachelors,15,Divorced,Sales,Husband,Black
62,State-gov,Masters,8,Married-AF-spouse,Armed-Forces,Husband,White
27,State-gov,9th,3,Married-spouse-absent,Transport-moving,Own-child,Amer-Indian-Eskimo
81,Private,12th,6,Married-AF-spouse,Craft-repair,Husband,Asian-Pac-Islander
21,State-gov,12th,7,Never-married,Other-service,Husband,Other
64,Self-emp-not-inc,Bachelors,16,Never-married,Machine-op-inspct,Unmarried,Other
35,State-gov,Assoc-acdm,15,Never-married,Machine-op-inspct,Husband,Other
39,Never-worked,Assoc-acdm,16,Married-spouse-absent,Farming-fishing,Wife,Other
71,Never-worked,10th,16,Separated,Prof-specialty,Unmarried,White
76,?,12th,2,Separated,Priv-house-serv,Wife,Black
44,Local-gov,Masters,2,Married-spouse-absent,Exec-managerial,Husband,White
68,Never-worked,Some-college,6,Never-married,Sales,Not-in-family,White
22,Federal-gov,7th-8th,1,Married-civ-spouse,Other-service,Unmarried,White
62,?,Doctorate,4,Divorced,Machine-op-inspct,Own-child,White
86,Federal-gov,5th-6th,14,Separated,Farming-fishing,Husband,Amer-Indian-Eskimo
77,Self-emp-not-inc,7th-8th,1,Married-spouse-absent,Handlers-cleaners,Wife,Amer-Indian-Eskimo
27,State-gov,Preschool,8,Widowed,Transport-moving,Wife,White
76,State-gov,12th,10,Widowed,Protective-serv,Unmarried,Other
21,Self-emp-not-inc,9th,1,Married-AF-spouse,Other-service,Husband,Amer-Indian-Eskimo
62,Without-pay,9th,5,Widowed,Tech-support,Husband,Asian-Pac-Islander
24,Never-worked,7th-8th,2,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo
78,Without-pay,HS-grad,12,Married-spouse-absent,Protective-serv,Other-relative,Other
30,Private,Doctorate,14,Never-married,Adm-clerical,Husband,Black
50,Federal-gov,5th-6th,9,Divorced,Adm-clerical,Wife,Black
70,State-gov,HS-grad,14,Never-married,Other-service,Unmarried,Asian-Pac-Islander
64,Local-gov,10th,7,Never-married,Craft-repair,Husband,Amer-Indian-Eskimo
25,Never-worked,12th,3,Divorced,Handlers-cleaners,Unmarried,Black
36,Self-emp-inc,Preschool,11,Separated,Farming-fishing,Unmarried,Asian-Pac-Islander
69,Private,12th,12,Separated,Prof-specialty,Other-relative,Asian-Pac-Islander
25,Self-emp-inc,Masters,13,Divorced,Tech-support,Unmarried,Asian-Pac-Islander
71,?,9th,9,Never-married,Transport-moving,Own-child,White
70,State-gov,1st-4th,1,Separated,Adm-clerical,Own-child,Other
61,Without-pay,HS-grad,5,Separated,Farming-fishing,Not-in-family,Black
37,Self-emp-inc,HS-grad,12,Widowed,Protective-serv,Wife,Amer-Indian-Eskimo
63,Never-worked,7th-8th,9,Married-AF-spouse,?,Other-relative,Amer-Indian-Eskimo
77,Private,7th-8th,4,Married-spouse-absent,Farming-fishing,Husband,White
79,Without-pay,Bachelors,4,Married-AF-spouse,?,Wife,White
37,Private,HS-grad,5,Separated,Other-service,Own-child,White
20,Private,7th-8th,16,Married-civ-spouse,Armed-Forces,Unmarried,Amer-Indian-Eskimo
50,?,5th-6th,10,Married-civ-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander
60,Without-pay,Assoc-acdm,15,Married-spouse-absent,Farming-fishing,Husband,White
83,State-gov,1st-4th,12,Widowed,Adm-clerical,Husband,Black
75,Never-worked,5th-6th,13,Widowed,Craft-repair,Wife,Black
40,Federal-gov,Prof-school,12,Divorced,Machine-op-inspct,Other-relative,White
56,Without-pay,5th-6th,13,Married-civ-spouse,Protective-serv,Other-relative,Other
47,Never-worked,Masters,16,Married-AF-spouse,Adm-clerical,Own-child,Black
76,Without-pay,Assoc-acdm,15,Married-AF-spouse,Tech-support,Unmarried,White
42,Federal-gov,Doctorate,7,Divorced,Other-service,Other-relative,White
59,?,11th,5,Never-married,Tech-support,Own-child,White
39,Without-pay,Bachelors,15,Divorced,Protective-serv,Husband,Asian-Pac-Islander
59,Self-emp-not-inc,11th,1,Never-married,Adm-clerical,Unmarried,White
81,State-gov,HS-grad,8,Widowed,Handlers-cleaners,Unmarried,Other
75,Federal-gov,Bachelors,5,Widowed,Adm-clerical,Not-in-family,Other
35,Self-emp-not-inc,Preschool,16,Married-civ-spouse,Tech-support,Unmarried,White
76,Self-emp-inc,Prof-school,15,Married-civ-spouse,Handlers-cleaners,Husband,Black
77,Private,Masters,4,Widowed,Transport-moving,Not-in-family,Other
35,State-gov,Doctorate,14,Never-married,Handlers-cleaners,Wife,Other
46,Private,Preschool,1,Widowed,Exec-managerial,Own-child,White
46,Self-emp-inc,Assoc-voc,4,Married-civ-spouse,Tech-support,Husband,Black
31,Local-gov,7th-8th,3,Married-spouse-absent,Craft-repair,Other-relative,Asian-Pac-Islander
57,Federal-gov,12th,3,Widowed,?,Not-in-family,Other
42,Self-emp-not-inc,Assoc-voc,4,Never-married,?,Not-in-family,Amer-Indian-Eskimo
24,Federal-gov,7th-8th,6,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo
28,Self-emp-not-inc,Prof-school,13,Widowed,Handlers-cleaners,Not-in-family,Other
18,Self-emp-inc,9th,3,Separated,Craft-repair,Husband,Asian-Pac-Islander
61,Private,Masters,9,Divorced,Sales,Unmarried,Asian-Pac-Islander
49,?,Assoc-voc,3,Widowed,Farming-fishing,Other-relative,Amer-Indian-Eskimo
46,State-gov,Preschool,12,Separated,Sales,Wife,Amer-Indian-Eskimo
39,State-gov,9th,1,Separated,Armed-Forces,Husband,Amer-Indian-Eskimo
44,Federal-gov,HS-grad,13,Separated,Farming-fishing,Unmarried,Black
30,Private,Prof-school,4,Divorced,Exec-managerial,Wife,Black
38,State-gov,7th-8th,12,Married-civ-spouse,Priv-house-serv,Wife,White
24,Without-pay,HS-grad,2,Married-spouse-absent,Protective-serv,Unmarried,White
64,Self-emp-not-inc,1st-4th,7,Divorced,Transport-moving,Other-relative,White
48,Local-gov,Bachelors,13,Widowed,Armed-Forces,Husband,Other
44,Without-pay,Assoc-acdm,13,Divorced,Craft-repair,Husband,White
32,Private,9th,5,Divorced,Priv-house-serv,Wife,Amer-Indian-Eskimo
76,Never-worked,5th-6th,6,Married-spouse-absent,Protective-serv,Own-child,Black
25,State-gov,Masters,9,Divorced,Farming-fishing,Unmarried,Amer-Indian-Eskimo
74,Self-emp-not-inc,1st-4th,11,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo
25,Self-emp-inc,5th-6th,8,Never-married,Other-service,Other-relative,White
75,Never-worked,11th,4,Separated,Transport-moving,Husband,Asian-Pac-Islander
32,State-gov,HS-grad,4,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander
43,?,Doctorate,4,Married-AF-spouse,Sales,Husband,Black
37,Self-emp-inc,Some-college,13,Married-AF-spouse,Armed-Forces,Unmarried,Amer-Indian-Eskimo
35,?,5th-6th,9,Widowed,Tech-support,Not-in-family,Amer-Indian-Eskimo
81,Private,Some-college,3,Married-AF-spouse,Transport-moving,Other-relative,Amer-Indian-Eskimo
19,Private,1st-4th,16,Married-spouse-absent,Priv-house-serv,Other-relative,White
79,Self-emp-not-inc,10th,4,Married-AF-spouse,Other-service,Unmarried,Black
47,Self-emp-inc,10th,6,Married-AF-spouse,Craft-repair,Not-in-family,White
62,State-gov,Preschool,15,Separated,Sales,Wife,Black
55,Local-gov,Prof-school,7,Never-married,Protective-serv,Wife,White
27,Federal-gov,Some-college,7,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander
44,Federal-gov,Masters,16,Married-AF-spouse,Transport-moving,Wife,Black
57,State-gov,7th-8th,5,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander
61,Federal-gov,HS-grad,2,Married-AF-spouse,Exec-managerial,Other-relative,White
23,Never-worked,7th-8th,12,Divorced,Sales,Wife,Amer-Indian-Eskimo
80,State-gov,Masters,7,Widowed,Tech-support,Other-relative,Other
55,Never-worked,Doctorate,12,Never-married,Exec-managerial,Own-child,White
62,Federal-gov,Bachelors,14,Never-married,Machine-op-inspct,Not-in-family,Other
83,Never-worked,Bachelors,5,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander
48,Private,Prof-school,1,Separated,Armed-Forces,Other-relative,White
18,Without-pay,Doctorate,16,Married-AF-spouse,Tech-support,Husband,Asian-Pac-Islander
55,?,Bachelors,15,Married-civ-spouse,Tech-support,Other-relative,Asian-Pac-Islander
45,Never-worked,7th-8th,1,Separated,Adm-clerical,Husband,Black
64,?,Doctorate,14,Separated,Machine-op-inspct,Own-child,Black
36,Self-emp-not-inc,Assoc-acdm,13,Divorced,Machine-op-inspct,Wife,Black
75,State-gov,Preschool,4,Separated,Transport-moving,Unmarried,White
27,Without-pay,Masters,2,Widowed,Transport-moving,Unmarried,Amer-Indian-Eskimo
25,Local-gov,Prof-school,7,Married-spouse-absent,Prof-specialty,Husband,White
81,Self-emp-inc,11th,14,Married-spouse-absent,Armed-Forces,Wife,Other
52,?,Some-college,14,Married-civ-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo
38,Never-worked,11th,4,Widowed,Priv-house-serv,Own-child,Black
75,Private,Masters,15,Married-spouse-absent,?,Unmarried,White
37,Without-pay,Assoc-acdm,10,Never-married,Farming-fishing,Own-child,White
58,Self-emp-not-inc,Some-college,7,Separated,Protective-serv,Not-in-family,Amer-Indian-Eskimo
88,Self-emp-not-inc,Assoc-acdm,10,Never-married,Priv-house-serv,Own-child,Amer-Indian-Eskimo
77,Self-emp-not-inc,Assoc-voc,12,Never-married,Protective-serv,Not-in-family,Black
52,Self-emp-not-inc,7th-8th,9,Widowed,Tech-support,Other-relative,Black
59,Never-worked,5th-6th,13,Married-civ-spouse,Other-service,Wife,Black
61,Without-pay,Some-college,3,Married-AF-spouse,Priv-house-serv,Husband,Other
18,State-gov,Some-college,13,Married-civ-spouse,Exec-managerial,Not-in-family,Other
62,Local-gov,Prof-school,4,Married-spouse-absent,Sales,Unmarried,White
57,Without-pay,HS-grad,15,Divorced,Other-service,Unmarried,Black
17,?,Bachelors,13,Married-civ-spouse,?,Unmarried,White
33,Local-gov,10th,13,Never-married,Armed-Forces,Husband,Asian-Pac-Islander
58,Private,11th,15,Married-spouse-absent,Farming-fishing,Not-in-family,Amer-Indian-Eskimo
18,Without-pay,1st-4th,3,Divorced,Handlers-cleaners,Wife,Amer-Indian-Eskimo
78,Never-worked,12th,16,Divorced,Exec-managerial,Husband,Asian-Pac-Islander
42,Without-pay,Assoc-acdm,14,Never-married,?,Own-child,Amer-Indian-Eskimo
83,Private,9th,16,Separated,Handlers-cleaners,Not-in-family,Black
34,Private,7th-8th,10,Married-AF-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander
29,Never-worked,12th,2,Divorced,Craft-repair,Husband,Asian-Pac-Islander
30,Private,9th,5,Separated,Machine-op-inspct,Wife,Black
43,Federal-gov,Masters,2,Widowed,Other-service,Not-in-family,White
41,Self-emp-inc,Doctorate,8,Married-civ-spouse,Exec-managerial,Other-relative,Black
38,Without-pay,Some-college,8,Married-civ-spouse,Other-service,Unmarried,Other
28,Private,Bachelors,6,Married-AF-spouse,Handlers-cleaners,Wife,White
72,Never-worked,9th,14,Married-civ-spouse,Adm-clerical,Other-relative,Amer-Indian-Eskimo
63,Never-worked,HS-grad,14,Divorced,Craft-repair,Other-relative,Black
62,Without-pay,5th-6th,14,Divorced,Priv-house-serv,Other-relative,Asian-Pac-Islander
84,Without-pay,Prof-school,2,Never-married,Transport-moving,Other-relative,Black
63,Without-pay,1st-4th,15,Married-spouse-absent,Prof-specialty,Own-child,Amer-Indian-Eskimo
48,Never-worked,7th-8th,16,Married-spouse-absent,Protective-serv,Other-relative,Black
75,Self-emp-inc,9th,2,Never-married,?,Own-child,Asian-Pac-Islander
61,Private,Masters,5,Divorced,?,Not-in-family,Other
17,Without-pay,HS-grad,3,Separated,Protective-serv,Unmarried,Amer-Indian-Eskimo
69,Self-emp-inc,5th-6th,16,Separated,Exec-managerial,Unmarried,White
26,State-gov,11th,1,Married-AF-spouse,Transport-moving,Other-relative,Black
61,Local-gov,Assoc-voc,2,Married-civ-spouse,Sales,Wife,Black
26,Self-emp-inc,1st-4th,15,Married-spouse-absent,Protective-serv,Unmarried,Other
82,Private,10th,9,Married-AF-spouse,Transport-moving,Own-child,Asian-Pac-Islander
43,Self-emp-inc,Bachelors,13,Separated,Handlers-cleaners,Wife,White
50,Without-pay,7th-8th,12,Married-spouse-absent,Handlers-cleaners,Other-relative,Asian-Pac-Islander
41,State-gov,11th,12,Married-spouse-absent,?,Husband,Amer-Indian-Eskimo
29,Never-worked,12th,2,Married-civ-spouse,Machine-op-inspct,Unmarried,Other
21,Never-worked,Assoc-acdm,6,Married-civ-spouse,Protective-serv,Husband,White
40,Federal-gov,10th,2,Married-civ-spouse,Sales,Not-in-family,Other
75,?,Bachelors,4,Married-AF-spouse,Other-service,Other-relative,Other
63,Self-emp-not-inc,Some-college,1,Married-spouse-absent,Prof-specialty,Other-relative,White
80,?,9th,16,Married-AF-spouse,Sales,Other-relative,Black
42,Never-worked,Masters,11,Married-spouse-absent,Machine-op-inspct,Not-in-family,White
47,Self-emp-inc,12th,6,Divorced,Sales,Not-in-family,Black
75,Self-emp-inc,Assoc-voc,4,Widowed,Farming-fishing,Unmarried,White
27,State-gov,11th,10,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo
41,?,9th,1,Widowed,Craft-repair,Wife,Amer-Indian-Eskimo
62,State-gov,Masters,4,Married-AF-spouse,Protective-serv,Own-child,White
84,Federal-gov,9th,6,Married-civ-spouse,?,Husband,Asian-Pac-Islander
34,State-gov,Doctorate,8,Widowed,Sales,Own-child,Black
20,Local-gov,7th-8th,6,Never-married,Armed-Forces,Not-in-family,Amer-Indian-Eskimo
78,State-gov,Prof-school,2,Divorced,Sales,Own-child,Asian-Pac-Islander
47,Without-pay,Bachelors,5,Married-civ-spouse,Other-service,Husband,White
24,State-gov,Prof-school,10,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander
33,Never-worked,10th,6,Widowed,Sales,Own-child,Asian-Pac-Islander
23,Local-gov,Prof-school,15,Never-married,Tech-support,Wife,Black
31,Local-gov,Assoc-voc,7,Divorced,Exec-managerial,Other-relative,Black
21,Federal-gov,7th-8th,12,Married-spouse-absent,Machine-op-inspct,Wife,Amer-Indian-Eskimo
32,Federal-gov,9th,6,Divorced,Machine-op-inspct,Husband,Amer-Indian-Eskimo
68,Federal-gov,Assoc-voc,16,Widowed,Prof-specialty,Not-in-family,White
23,Local-gov,Masters,9,Married-civ-spouse,Transport-moving,Wife,Black
46,Local-gov,Doctorate,5,Married-civ-spouse,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo
80,?,1st-4th,3,Married-spouse-absent,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo
81,Without-pay,HS-grad,10,Never-married,Tech-support,Husband,Black
84,Self-emp-not-inc,9th,14,Married-spouse-absent,Armed-Forces,Not-in-family,Black
63,Never-worked,Bachelors,3,Married-AF-spouse,Sales,Not-in-family,Black
25,Without-pay,10th,14,Married-civ-spouse,Machine-op-inspct,Other-relative,White
36,Without-pay,HS-grad,6,Married-civ-spouse,Adm-clerical,Not-in-family,Black
52,Self-emp-inc,5th-6th,15,Separated,Craft-repair,Husband,White
61,Self-emp-inc,11th,14,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo
28,State-gov,7th-8th,8,Never-married,Other-service,Own-child,Asian-Pac-Islander
28,Without-pay,Assoc-acdm,16,Married-civ-spouse,Protective-serv,Unmarried,White
62,Self-emp-inc,5th-6th,9,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander
63,State-gov,5th-6th,9,Married-civ-spouse,Protective-serv,Other-relative,White
67,Self-emp-not-inc,1st-4th,11,Married-AF-spouse,Priv-house-serv,Other-relative,Amer-Indian-Eskimo
76,Local-gov,7th-8th,16,Never-married,Priv-house-serv,Not-in-family,Other
25,State-gov,5th-6th,7,Married-civ-spouse,Craft-repair,Wife,Amer-Indian-Eskimo
38,Never-worked,Assoc-acdm,3,Separated,?,Other-relative,Black
75,Never-worked,Prof-school,10,Divorced,Sales,Unmarried,Other
35,Without-pay,9th,15,Never-married,Sales,Other-relative,Other
54,Federal-gov,Masters,3,Married-spouse-absent,Transport-moving,Unmarried,White
20,Without-pay,HS-grad,9,Widowed,Other-service,Wife,Black
81,State-gov,10th,9,Divorced,Transport-moving,Unmarried,Other
77,Federal-gov,Some-college,16,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo
78,Private,Assoc-acdm,10,Separated,Transport-moving,Other-relative,Amer-Indian-Eskimo
30,Self-emp-not-inc,11th,10,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander
58,?,5th-6th,1,Married-civ-spouse,Transport-moving,Own-child,Asian-Pac-Islander
82,?,7th-8th,10,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander
17,?,10th,10,Married-AF-spouse,Handlers-cleaners,Other-relative,Black
82,Private,Preschool,4,Married-AF-spouse,Sales,Husband,White
48,Federal-gov,Prof-school,14,Married-AF-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo
46,Federal-gov,9th,13,Married-AF-spouse,Sales,Not-in-family,Asian-Pac-Islander
57,Without-pay,Doctorate,10,Widowed,Protective-serv,Other-relative,White
81,?,Assoc-voc,14,Separated,Tech-support,Other-relative,Asian-Pac-Islander
56,Without-pay,9th,2,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo
45,Federal-gov,Assoc-acdm,7,Widowed,Adm-clerical,Husband,Other
23,Never-worked,Some-college,2,Widowed,Armed-Forces,Unmarried,Amer-Indian-Eskimo
21,Self-emp-not-inc,7th-8th,9,Married-spouse-absent,Farming-fishing,Own-child,Asian-Pac-Islander
30,Local-gov,Preschool,14,Widowed,Priv-house-serv,Other-relative,Amer-Indian-Eskimo
29,Private,7th-8th,1,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander
34,Local-gov,10th,6,Married-spouse-absent,Armed-Forces,Other-relative,Black
20,Self-emp-inc,9th,5,Married-spouse-absent,Farming-fishing,Other-relative,White
39,Local-gov,Assoc-voc,16,Married-spouse-absent,Priv-house-serv,Husband,Asian-Pac-Islander
30,Self-emp-inc,7th-8th,6,Separated,Handlers-cleaners,Own-child,White
64,Federal-gov,Assoc-acdm,2,Separated,Sales,Other-relative,Amer-Indian-Eskimo
48,Local-gov,9th,3,Never-married,Transport-moving,Wife,Asian-Pac-Islander
78,?,Some-college,15,Never-married,Tech-support,Unmarried,Other
80,Without-pay,Assoc-acdm,14,Married-spouse-absent,Sales,Husband,Other
81,Self-emp-not-inc,Assoc-voc,7,Never-married,Transport-moving,Unmarried,Other
29,Federal-gov,Assoc-voc,9,Widowed,Adm-clerical,Husband,White
36,Without-pay,12th,16,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander
33,Without-pay,10th,7,Married-civ-spouse,Other-service,Not-in-family,Black
63,Private,11th,7,Married-civ-spouse,Priv-house-serv,Husband,Amer-Indian-Eskimo
23,Self-emp-inc,11th,9,Separated,?,Other-relative,Other
54,Self-emp-inc,12th,7,Never-married,Other-service,Unmarried,Other
24,Private,5th-6th,11,Divorced,Craft-repair,Own-child,Asian-Pac-Islander
33,State-gov,7th-8th,11,Married-AF-spouse,Transport-moving,Other-relative,White
68,Self-emp-inc,1st-4th,2,Widowed,?,Unmarried,White
32,Federal-gov,10th,1,Divorced,Tech-support,Not-in-family,Black
66,Private,Bachelors,15,Married-AF-spouse,Prof-specialty,Own-child,Amer-Indian-Eskimo
22,Private,Assoc-voc,14,Never-married,Craft-repair,Husband,Asian-Pac-Islander
58,Self-emp-not-inc,Preschool,7,Never-married,Tech-support,Other-relative,Amer-Indian-Eskimo
52,Never-worked,Masters,10,Married-AF-spouse,Tech-support,Not-in-family,White
33,Federal-gov,Some-college,11,Widowed,Exec-managerial,Unmarried,Black
58,?,Masters,4,Married-spouse-absent,Priv-house-serv,Own-child,Black
65,Local-gov,Preschool,12,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo
66,Self-emp-inc,Bachelors,3,Married-civ-spouse,Handlers-cleaners,Not-in-family,White
61,Federal-gov,Preschool,15,Never-married,Farming-fishing,Not-in-family,Other
58,Local-gov,Preschool,15,Married-spouse-absent,Exec-managerial,Unmarried,Amer-Indian-Eskimo
63,Without-pay,Doctorate,12,Never-married,Farming-fishing,Not-in-family,Other
20,State-gov,Masters,9,Separated,Transport-moving,Unmarried,Other
18,Self-emp-inc,Masters,3,Divorced,?,Wife,Asian-Pac-Islander
58,Local-gov,HS-grad,6,Divorced,Sales,Husband,Other
67,Never-worked,Doctorate,15,Married-AF-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander
61,Self-emp-inc,12th,3,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo
67,Never-worked,10th,15,Widowed,Transport-moving,Wife,Black
55,State-gov,Prof-school,4,Married-civ-spouse,Craft-repair,Husband,Other
63,Self-emp-inc,11th,11,Widowed,Adm-clerical,Own-child,Other
33,Self-emp-not-inc,10th,7,Divorced,Sales,Wife,Asian-Pac-Islander
67,Self-emp-not-inc,HS-grad,15,Widowed,Farming-fishing,Other-relative,Amer-Indian-Eskimo
75,Self-emp-not-inc,9th,5,Married-AF-spouse,Prof-specialty,Other-relative,Black
88,State-gov,Bachelors,4,Divorced,Prof-specialty,Unmarried,Other
79,Never-worked,Doctorate,12,Married-civ-spouse,Other-service,Wife,Black
29,State-gov,Masters,12,Married-spouse-absent,Priv-house-serv,Own-child,Black
70,State-gov,Assoc-voc,4,Married-AF-spouse,Tech-support,Not-in-family,White
63,Federal-gov,Bachelors,4,Widowed,Armed-Forces,Husband,Other
77,Federal-gov,Masters,2,Married-AF-spouse,Farming-fishing,Wife,Asian-Pac-Islander
44,Self-emp-not-inc,Doctorate,15,Married-spouse-absent,Transport-moving,Wife,Amer-Indian-Eskimo
66,Without-pay,Preschool,4,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo
79,Without-pay,Masters,13,Divorced,Exec-managerial,Unmarried,White
17,Self-emp-not-inc,Some-college,5,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo
63,Never-worked,Bachelors,4,Divorced,Exec-managerial,Wife,Asian-Pac-Islander
68,Private,11th,3,Married-AF-spouse,?,Own-child,Black
32,Local-gov,5th-6th,5,Married-civ-spouse,Tech-support,Other-relative,Other
75,Local-gov,10th,14,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo
45,Without-pay,Masters,14,Married-AF-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo
57,Local-gov,Assoc-acdm,11,Married-AF-spouse,Handlers-cleaners,Own-child,White
65,State-gov,Preschool,1,Married-AF-spouse,Exec-managerial,Other-relative,Amer-Indian-Eskimo
28,?,5th-6th,9,Separated,Other-service,Other-relative,Amer-Indian-Eskimo
53,State-gov,Doctorate,11,Married-civ-spouse,Handlers-cleaners,Own-child,Asian-Pac-Islander
21,Without-pay,12th,9,Married-AF-spouse,Prof-specialty,Husband,Black
52,State-gov,7th-8th,11,Widowed,Machine-op-inspct,Unmarried,White
37,?,7th-8th,1,Married-AF-spouse,Sales,Own-child,Black
73,Without-pay,9th,9,Divorced,Tech-support,Other-relative,Black
36,Without-pay,7th-8th,11,Separated,Adm-clerical,Own-child,Amer-Indian-Eskimo
26,State-gov,Prof-school,3,Married-spouse-absent,Tech-support,Wife,Amer-Indian-Eskimo
35,?,12th,7,Widowed,Protective-serv,Own-child,Amer-Indian-Eskimo
35,Never-worked,10th,14,Divorced,Adm-clerical,Unmarried,Other
62,Private,Masters,2,Widowed,Exec-managerial,Not-in-family,White
46,Private,7th-8th,6,Separated,Other-service,Wife,Amer-Indian-Eskimo
49,Never-worked,1st-4th,1,Separated,Prof-specialty,Unmarried,White
19,State-gov,7th-8th,13,Separated,Armed-Forces,Own-child,Other
34,Without-pay,9th,10,Married-civ-spouse,Prof-specialty,Wife,Black
72,?,12th,14,Separated,Other-service,Own-child,Black
57,Self-emp-inc,Some-college,7,Married-spouse-absent,Exec-managerial,Other-relative,Other
17,Never-worked,Assoc-acdm,8,Married-spouse-absent,Tech-support,Other-relative,Other
50,Private,Prof-school,10,Never-married,Other-service,Wife,White
17,Federal-gov,Some-college,3,Separated,Handlers-cleaners,Wife,Amer-Indian-Eskimo
74,State-gov,7th-8th,10,Married-civ-spouse,Transport-moving,Wife,White
31,Private,Preschool,7,Married-AF-spouse,Transport-moving,Wife,Other
75,Federal-gov,5th-6th,8,Married-AF-spouse,Transport-moving,Wife,Other
41,Self-emp-inc,Assoc-voc,1,Never-married,Exec-managerial,Unmarried,Other
76,Never-worked,Preschool,11,Separated,Armed-Forces,Unmarried,Black
84,Self-emp-not-inc,HS-grad,4,Divorced,?,Other-relative,Amer-Indian-Eskimo
54,State-gov,7th-8th,9,Separated,Prof-specialty,Not-in-family,Black
71,Federal-gov,Masters,2,Widowed,Machine-op-inspct,Wife,Asian-Pac-Islander
18,Self-emp-not-inc,Some-college,10,Married-spouse-absent,Protective-serv,Husband,Amer-Indian-Eskimo
35,Without-pay,Doctorate,10,Married-spouse-absent,Transport-moving,Own-child,Black
34,Local-gov,Bachelors,1,Married-spouse-absent,Prof-specialty,Other-relative,Black
70,Federal-gov,Masters,10,Never-married,Craft-repair,Wife,White
68,Never-worked,10th,10,Married-spouse-absent,Adm-clerical,Wife,Other
49,Private,5th-6th,9,Separated,Exec-managerial,Wife,Amer-Indian-Eskimo
45,Self-emp-not-inc,Preschool,12,Widowed,Protective-serv,Not-in-family,Asian-Pac-Islander
65,?,12th,2,Divorced,?,Unmarried,Amer-Indian-Eskimo
68,Self-emp-inc,Assoc-voc,12,Married-spouse-absent,Prof-specialty,Husband,Black
62,Local-gov,Preschool,10,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander
64,Never-worked,1st-4th,15,Married-civ-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo
32,State-gov,1st-4th,10,Married-spouse-absent,Craft-repair,Unmarried,White
17,Self-emp-inc,Assoc-acdm,2,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo
76,Local-gov,1st-4th,6,Married-civ-spouse,Prof-specialty,Wife,White
