age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
41,Local-gov,408473,11th,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,>50K
29,Never-worked,264600,HS-grad,10,Never-married,Sales,Not-in-family,White,Male,0,0,18,United-States,>50K
32,Self-emp-not-inc,71009,Masters,10,Divorced,?,Own-child,White,Female,0,0,30,United-States,<=50K
69,Private,112683,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
45,Private,110946,HS-grad,9,Divorced,Craft-repair,Husband,Black,Male,0,0,40,Mexico,<=50K
47,Private,336984,Some-college,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
34,Federal-gov,62438,HS-grad,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,Mexico,>50K
41,Private,42485,HS-grad,12,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,>50K
57,Private,167424,5th-6th,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,28,United-States,>50K
56,Private,382242,Assoc-acdm,13,Married-civ-spouse,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
26,Local-gov,110970,HS-grad,9,Married-civ-spouse,Tech-support,Unmarried,White,Male,0,0,40,Vietnam,<=50K
42,Private,472580,7th-8th,10,Never-married,Craft-repair,Own-child,Other,Female,0,0,40,United-States,<=50K
44,Private,273243,Assoc-acdm,10,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,0,48,Mexico,<=50K
35,Local-gov,342852,HS-grad,5,Never-married,Adm-clerical,Husband,Black,Female,0,0,50,United-States,<=50K
54,State-gov,243776,10th,10,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,20,United-States,<=50K
26,Self-emp-not-inc,122288,5th-6th,9,Never-married,Prof-specialty,Husband,White,Male,914,0,63,United-States,<=50K
46,Private,154580,5th-6th,11,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,36,United-States,<=50K
34,Local-gov,176101,HS-grad,9,Married-spouse-absent,Exec-managerial,Wife,White,Female,0,0,35,United-States,<=50K
36,Private,203542,Some-college,10,Divorced,Exec-managerial,Other-relative,Black,Male,0,0,60,United-States,<=50K
35,State-gov,236323,HS-grad,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1672,40,United-States,>50K
53,Private,391679,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,Iran,>50K
22,Self-emp-not-inc,266037,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,8614,0,45,United-States,<=50K
42,Private,216086,HS-grad,13,Divorced,Machine-op-inspct,Unmarried,White,Male,2414,0,20,United-States,>50K
44,Self-emp-inc,242769,HS-grad,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,26,United-States,<=50K
34,Private,300379,11th,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,>50K
31,Self-emp-not-inc,184965,Bachelors,9,Married-AF-spouse,Sales,Own-child,White,Female,0,0,40,Puerto-Rico,>50K
51,Private,252079,Assoc-voc,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
43,Private,147989,Bachelors,9,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,60,United-States,>50K
41,Private,184005,5th-6th,12,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
59,?,49298,HS-grad,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
46,Self-emp-inc,118536,Some-college,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,60,United-States,>50K
33,Private,95455,HS-grad,11,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
50,Private,181020,Bachelors,5,Married-civ-spouse,Other-service,Own-child,White,Male,0,1762,40,United-States,<=50K
37,Private,360131,HS-grad,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
40,Private,43702,10th,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,>50K
58,Self-emp-not-inc,241895,Some-college,10,Never-married,Protective-serv,Husband,White,Male,0,0,45,United-States,<=50K
20,Federal-gov,268861,Some-college,11,Never-married,Farming-fishing,Wife,White,Male,0,0,55,Mexico,<=50K
40,Local-gov,290641,Bachelors,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K
33,Private,247328,Bachelors,14,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,116791,HS-grad,9,Never-married,Craft-repair,Husband,White,Female,0,0,40,United-States,<=50K
37,Federal-gov,198801,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Male,0,0,99,United-States,<=50K
43,Private,64379,Bachelors,13,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
20,Private,140957,Masters,13,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,40,United-States,>50K
36,Private,35245,Some-college,12,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
34,Private,169092,12th,4,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,United-States,>50K
46,Private,34996,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
40,Self-emp-not-inc,147638,10th,10,Never-married,Craft-repair,Own-child,White,Male,5178,0,40,?,<=50K
29,Private,441542,HS-grad,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,24,United-States,<=50K
46,Private,344128,Some-college,13,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
29,Private,85154,HS-grad,13,Never-married,Exec-managerial,Other-relative,White,Male,0,0,20,United-States,<=50K
43,Local-gov,175804,Bachelors,14,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,United-States,<=50K
47,Private,94156,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,1977,40,United-States,<=50K
34,Private,192200,1st-4th,9,Never-married,Adm-clerical,Husband,White,Male,7443,0,12,United-States,>50K
55,Private,106306,7th-8th,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,372483,HS-grad,9,Never-married,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K
30,Private,186792,HS-grad,10,Never-married,Protective-serv,Husband,Asian-Pac-Islander,Female,0,0,48,United-States,>50K
40,Private,233974,Some-college,15,Divorced,Machine-op-inspct,Other-relative,White,Male,0,0,30,United-States,>50K
25,Private,162988,Bachelors,14,Never-married,Exec-managerial,Husband,White,Female,7298,0,35,United-States,<=50K
34,Self-emp-not-inc,318918,HS-grad,14,Never-married,Handlers-cleaners,Not-in-family,White,Male,2414,0,40,Honduras,<=50K
38,Private,131615,Assoc-voc,10,Never-married,Sales,Husband,White,Male,0,0,35,Philippines,<=50K
40,Private,46162,Some-college,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
37,Private,87771,10th,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,Italy,<=50K
43,Private,252127,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
52,Federal-gov,82488,1st-4th,5,Married-civ-spouse,Other-service,Husband,White,Female,0,0,39,United-States,<=50K
58,Federal-gov,182323,Some-college,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
58,Private,416165,HS-grad,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,169180,Assoc-acdm,9,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,>50K
19,Private,211915,5th-6th,10,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,60,United-States,<=50K
55,Private,340885,Some-college,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,479611,Bachelors,10,Divorced,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K
51,Private,344200,Bachelors,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
49,Private,56328,Assoc-acdm,11,Divorced,Adm-clerical,Not-in-family,White,Female,2414,0,40,South,<=50K
42,Private,217194,Masters,5,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
39,Private,161607,Prof-school,9,Never-married,Prof-specialty,Husband,Black,Male,0,0,35,United-States,<=50K
61,Private,53878,Some-college,10,Widowed,Craft-repair,Not-in-family,White,Female,0,1902,50,United-States,<=50K
39,Private,285747,Some-college,9,Divorced,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
44,Private,100800,Some-college,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,99999,0,50,United-States,<=50K
67,Private,117372,Some-college,10,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,260490,HS-grad,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,17,Philippines,>50K
49,Private,373469,HS-grad,10,Divorced,Transport-moving,Own-child,White,Female,0,0,60,United-States,<=50K
41,Private,308746,HS-grad,2,Divorced,Craft-repair,Own-child,White,Female,0,0,50,Jamaica,<=50K
39,Private,122041,Assoc-voc,9,Never-married,?,Husband,White,Female,0,0,40,United-States,<=50K
20,Private,238162,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,105943,11th,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,296728,HS-grad,9,Never-married,Sales,Husband,White,Male,7688,0,48,United-States,<=50K
30,Private,405526,HS-grad,13,Never-married,Farming-fishing,Husband,White,Female,3325,0,39,United-States,<=50K
42,Private,103218,Some-college,15,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,United-States,>50K
22,Self-emp-not-inc,236323,Some-college,9,Never-married,?,Not-in-family,White,Male,1111,0,40,United-States,<=50K
49,Private,187563,HS-grad,10,Never-married,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
60,Private,151504,Bachelors,8,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,99,United-States,<=50K
29,?,189830,11th,10,Divorced,Exec-managerial,Own-child,White,Male,0,0,32,United-States,>50K
24,Private,100875,Bachelors,10,Married-civ-spouse,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
30,Private,171236,HS-grad,10,Separated,Exec-managerial,Husband,White,Male,0,2392,40,United-States,<=50K
57,Private,137018,HS-grad,9,Never-married,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
22,Private,224886,12th,10,Married-civ-spouse,?,Husband,White,Female,914,0,50,United-States,<=50K
42,Self-emp-inc,223400,Bachelors,10,Married-civ-spouse,Sales,Wife,White,Male,0,0,20,United-States,<=50K
28,Private,121998,Bachelors,9,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,48,United-States,>50K
60,Private,340408,Masters,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,20,United-States,<=50K
40,Self-emp-not-inc,220230,12th,13,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,>50K
45,Private,522881,10th,9,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,45,United-States,>50K
39,Private,86972,Some-college,9,Never-married,Sales,Not-in-family,White,Male,0,0,8,United-States,>50K
32,Private,114927,Masters,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,15024,0,40,United-States,<=50K
46,Private,461715,HS-grad,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
60,Private,198186,Bachelors,10,Never-married,Sales,Wife,White,Female,0,0,40,United-States,<=50K
22,Self-emp-not-inc,246104,HS-grad,12,Never-married,Other-service,Husband,White,Male,3456,0,40,United-States,>50K
37,Private,27242,11th,10,Separated,Farming-fishing,Husband,White,Male,0,0,40,Germany,>50K
28,Local-gov,258883,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
24,Self-emp-inc,98779,Bachelors,7,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
25,Private,217689,Masters,9,Married-civ-spouse,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
60,?,56701,Some-college,14,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
47,Private,181762,Bachelors,6,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
58,Private,37202,Some-college,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,450924,Masters,14,Never-married,Adm-clerical,Husband,White,Male,0,2163,50,United-States,<=50K
55,Private,355569,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K
35,Self-emp-not-inc,112956,10th,9,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,3325,0,40,United-States,>50K
39,State-gov,259840,Some-college,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
24,Private,108464,HS-grad,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,50,United-States,<=50K
35,Private,374790,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,United-States,<=50K
35,Private,33016,Some-college,6,Divorced,Other-service,Own-child,Other,Female,0,0,20,United-States,<=50K
62,Private,500509,Masters,9,Never-married,Craft-repair,Husband,White,Female,0,0,40,United-States,>50K
29,Self-emp-not-inc,203894,HS-grad,9,Divorced,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,170091,HS-grad,11,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Self-emp-not-inc,195327,Some-college,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,8614,0,45,United-States,<=50K
37,Private,135315,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,Male,15024,0,40,United-States,<=50K
19,Private,196675,HS-grad,10,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,60,United-States,>50K
29,Self-emp-not-inc,106255,Some-college,9,Married-spouse-absent,Sales,Husband,White,Male,0,0,8,United-States,<=50K
32,Private,86505,Some-college,12,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,40,United-States,>50K
50,?,348099,Assoc-acdm,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,State-gov,244172,5th-6th,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
38,Private,116394,9th,10,Separated,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,269654,Bachelors,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,372483,Some-college,12,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,>50K
64,Private,342494,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,35,United-States,>50K
35,Self-emp-not-inc,230959,Assoc-voc,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
21,Private,297759,1st-4th,13,Never-married,Exec-managerial,Husband,White,Female,0,2392,40,United-States,<=50K
32,Private,277024,HS-grad,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,38,China,<=50K
35,Private,190174,Bachelors,14,Never-married,Machine-op-inspct,Husband,Black,Male,0,0,35,United-States,>50K
36,Self-emp-not-inc,80333,Some-college,12,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,188888,7th-8th,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,290614,HS-grad,13,Never-married,?,Husband,White,Male,3456,0,10,United-States,<=50K
41,Private,370494,Some-college,9,Divorced,Exec-managerial,Own-child,Black,Male,0,0,40,United-States,>50K
34,Private,311231,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7688,0,38,United-States,<=50K
20,Private,181282,Masters,9,Separated,Prof-specialty,Wife,White,Male,0,0,40,United-States,<=50K
33,Private,253310,11th,14,Married-civ-spouse,Sales,Own-child,White,Female,0,0,40,Japan,<=50K
29,Private,278476,Some-college,16,Married-civ-spouse,Handlers-cleaners,Other-relative,Black,Male,0,1573,55,United-States,>50K
55,Local-gov,145155,HS-grad,13,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,55,?,<=50K
34,Private,100480,Bachelors,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,50,United-States,<=50K
27,Private,141297,Masters,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,7298,0,40,United-States,>50K
54,Private,153522,Masters,10,Never-married,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,<=50K
41,Private,135315,Prof-school,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,40,United-States,<=50K
31,Private,278736,Some-college,14,Separated,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
68,Private,175681,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,1848,40,Philippines,<=50K
42,Private,146579,Bachelors,10,Divorced,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
23,Private,76131,Bachelors,10,Never-married,Transport-moving,Husband,White,Male,0,1902,60,United-States,<=50K
55,State-gov,155537,10th,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
42,Private,133669,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
26,Private,79445,Masters,10,Never-married,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
56,Private,37939,HS-grad,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,>50K
35,Private,132717,1st-4th,13,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,20,United-States,<=50K
51,Private,162432,Some-college,7,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
29,State-gov,337721,HS-grad,13,Never-married,Prof-specialty,Husband,White,Female,0,0,50,United-States,<=50K
27,Private,198801,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
31,?,209993,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,2009,1902,55,El-Salvador,>50K
34,Private,134671,HS-grad,10,Separated,Sales,Wife,White,Male,0,0,35,United-States,<=50K
70,Private,121998,Some-college,13,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
38,?,31141,Some-college,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,>50K
18,Self-emp-inc,544091,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,45,United-States,>50K
19,?,120238,5th-6th,13,Divorced,Craft-repair,Husband,White,Male,0,1602,40,United-States,<=50K
32,Private,249249,HS-grad,10,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,36,United-States,>50K
52,Private,356619,HS-grad,13,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,>50K
41,Private,159822,Some-college,9,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,45,United-States,<=50K
51,Private,188711,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,20,United-States,>50K
44,Private,19752,Bachelors,9,Married-civ-spouse,Prof-specialty,Own-child,White,Male,7298,0,40,United-States,<=50K
41,Private,308239,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,146520,Some-college,9,Divorced,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,>50K
27,Private,90377,HS-grad,15,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,10,United-States,<=50K
70,Local-gov,144032,HS-grad,13,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
23,Private,260333,Bachelors,11,Never-married,Machine-op-inspct,Husband,White,Female,0,0,40,United-States,>50K
28,Private,83998,Some-college,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,<=50K
42,Private,34067,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,368561,Some-college,10,Never-married,Other-service,Husband,White,Male,0,0,27,United-States,<=50K
35,Private,173998,Some-college,9,Divorced,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,248619,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,974,20,United-States,<=50K
46,Private,99219,Bachelors,15,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,308136,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1977,40,United-States,<=50K
29,Self-emp-not-inc,177482,HS-grad,10,Never-married,Craft-repair,Own-child,White,Male,41310,0,35,United-States,>50K
31,Private,189763,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Female,0,0,26,Mexico,>50K
38,Private,104729,HS-grad,8,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,17,United-States,<=50K
61,Self-emp-not-inc,56774,HS-grad,6,Never-married,Farming-fishing,Wife,White,Male,1173,0,60,United-States,<=50K
45,Private,211022,Assoc-acdm,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
26,Self-emp-inc,336951,Doctorate,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,177072,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3325,0,40,United-States,<=50K
45,Self-emp-not-inc,109112,Some-college,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,Mexico,<=50K
56,Private,143741,HS-grad,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,>50K
26,Private,281647,Some-college,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,190777,11th,11,Never-married,Adm-clerical,Not-in-family,White,Male,4386,0,70,United-States,<=50K
45,?,99829,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
36,Private,156052,HS-grad,7,Divorced,Exec-managerial,Unmarried,White,Male,0,0,52,South,<=50K
61,Federal-gov,25468,Some-college,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,>50K
22,Private,314646,Doctorate,13,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K
53,Private,156745,9th,10,Married-civ-spouse,Sales,Own-child,Black,Male,0,0,35,United-States,<=50K
19,?,456236,HS-grad,13,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,Private,192936,Masters,9,Married-civ-spouse,Sales,Unmarried,White,Female,0,0,40,United-States,>50K
27,Private,176279,HS-grad,9,Never-married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,82210,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
38,Private,255621,Bachelors,9,Never-married,Craft-repair,Own-child,White,Female,0,0,45,United-States,<=50K
60,Local-gov,201105,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,>50K
51,Private,27408,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,Philippines,<=50K
46,Self-emp-inc,178976,7th-8th,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
41,Self-emp-not-inc,85074,Prof-school,10,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,55,United-States,<=50K
62,Private,283217,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,2387,0,20,United-States,<=50K
34,Private,293726,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,>50K
42,Private,162381,Some-college,14,Widowed,Prof-specialty,Husband,White,Female,0,0,13,United-States,<=50K
44,Private,151369,HS-grad,13,Married-civ-spouse,Sales,Own-child,Black,Female,0,0,15,United-States,<=50K
24,Private,214521,Bachelors,13,Never-married,Prof-specialty,Husband,Other,Male,0,0,25,United-States,<=50K
37,Local-gov,152140,Some-college,9,Never-married,?,Own-child,White,Female,0,1902,40,United-States,<=50K
36,Private,325355,Masters,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
18,Private,212900,Some-college,9,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,>50K
48,Private,22328,Some-college,13,Married-civ-spouse,Tech-support,Not-in-family,Other,Female,0,0,60,United-States,<=50K
40,Self-emp-inc,191460,HS-grad,13,Never-married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,126060,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,99,United-States,<=50K
58,Private,97167,HS-grad,13,Never-married,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
38,Private,57957,11th,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,130431,HS-grad,16,Separated,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,267588,Masters,9,Never-married,Tech-support,Husband,Black,Male,4787,0,35,United-States,<=50K
26,State-gov,137354,Bachelors,9,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,40,England,<=50K
56,Private,317219,Bachelors,9,Never-married,Exec-managerial,Husband,White,Male,0,0,11,Mexico,<=50K
48,Private,61272,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,45,United-States,>50K
65,Private,126368,Bachelors,9,Divorced,Sales,Husband,White,Female,0,1573,60,Ecuador,<=50K
45,Private,249043,Bachelors,11,Divorced,Sales,Not-in-family,White,Female,0,0,34,United-States,<=50K
28,Private,164678,HS-grad,12,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,>50K
27,Private,295591,Bachelors,13,Separated,Adm-clerical,Husband,White,Male,0,0,80,United-States,>50K
18,Private,208826,Some-college,7,Married-civ-spouse,?,Own-child,White,Male,0,0,80,Germany,<=50K
27,?,350379,HS-grad,10,Married-civ-spouse,Sales,Own-child,White,Female,0,0,45,United-States,<=50K
43,Private,181265,Masters,16,Married-civ-spouse,Other-service,Not-in-family,White,Male,99999,0,20,United-States,<=50K
52,Private,167999,Some-college,11,Married-civ-spouse,Sales,Husband,White,Female,0,0,8,United-States,>50K
24,Private,137225,HS-grad,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,43,United-States,<=50K
48,Federal-gov,180695,HS-grad,10,Never-married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
20,Private,41553,5th-6th,10,Never-married,Prof-specialty,Unmarried,White,Male,0,1977,15,China,>50K
33,Local-gov,468706,HS-grad,5,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
53,Private,331650,Some-college,10,Never-married,Prof-specialty,Husband,White,Female,1086,0,40,United-States,<=50K
48,Private,144594,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,10,United-States,<=50K
22,Self-emp-not-inc,21472,Some-college,6,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,<=50K
23,Private,49325,Some-college,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
43,Private,210945,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
37,Private,138270,Some-college,9,Divorced,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,295334,HS-grad,5,Never-married,Machine-op-inspct,Husband,White,Female,0,0,3,United-States,<=50K
