age,workclass,education,education-num,marital-status,occupation,relationship,race
42,Private,Masters,11,Married-civ-spouse,Sales,Not-in-family,White
49,Private,Some-college,11,Married-civ-spouse,Handlers-cleaners,Other-relative,White
50,Private,Bachelors,6,Divorced,Exec-managerial,Husband,White
33,Private,HS-grad,9,Never-married,Exec-managerial,Other-relative,White
53,Private,Assoc-voc,15,Never-married,Adm-clerical,Husband,White
56,Local-gov,11th,10,Married-civ-spouse,Craft-repair,Husband,White
22,Private,Bachelors,15,Divorced,Craft-repair,Not-in-family,White
55,Private,HS-grad,7,Never-married,Exec-managerial,Unmarried,White
41,Private,Bachelors,9,Never-married,Prof-specialty,Unmarried,White
40,Private,1st-4th,13,Never-married,Other-service,Husband,White
23,Private,Some-college,13,Married-civ-spouse,Transport-moving,Unmarried,White
32,Self-emp-inc,Some-college,11,Divorced,Machine-op-inspct,Husband,Asian-Pac-Islander
65,?,Masters,10,Never-married,Sales,Not-in-family,White
27,Local-gov,Prof-school,9,Never-married,Machine-op-inspct,Not-in-family,White
72,Private,HS-grad,10,Never-married,Prof-specialty,Husband,White
25,Private,10th,13,Married-civ-spouse,Prof-specialty,Unmarried,White
58,Private,Assoc-voc,14,Married-civ-spouse,Sales,Not-in-family,White
68,Private,Some-college,14,Married-civ-spouse,Farming-fishing,Not-in-family,White
28,Private,Assoc-acdm,3,Never-married,Adm-clerical,Wife,Amer-Indian-Eskimo
75,Private,Masters,3,Never-married,Other-service,Husband,White
37,Federal-gov,HS-grad,13,Married-civ-spouse,Other-service,Unmarried,White
43,Private,Some-college,9,Divorced,Craft-repair,Husband,White
48,Private,Some-college,11,Married-civ-spouse,?,Own-child,Black
40,Federal-gov,Bachelors,10,Divorced,Tech-support,Not-in-family,White
52,Private,Some-college,9,Never-married,Other-service,Wife,White
52,Local-gov,Bachelors,10,Never-married,Other-service,Husband,White
26,Local-gov,Bachelors,10,Divorced,Adm-clerical,Not-in-family,White
22,Private,HS-grad,10,Married-civ-spouse,Exec-managerial,Unmarried,White
28,Private,Some-college,13,Divorced,Sales,Not-in-family,White
19,State-gov,Bachelors,13,Never-married,Prof-specialty,Husband,White
49,Private,HS-grad,13,Never-married,Tech-support,Own-child,White
52,Private,HS-grad,13,Never-married,Sales,Husband,White
26,State-gov,9th,10,Married-spouse-absent,Handlers-cleaners,Not-in-family,White
34,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White
36,Private,Some-college,15,Never-married,Farming-fishing,Not-in-family,White
29,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White
68,Private,11th,13,Married-civ-spouse,Adm-clerical,Husband,White
67,?,Some-college,13,Never-married,Other-service,Husband,Black
39,Private,HS-grad,10,Never-married,Other-service,Husband,White
88,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White
38,Local-gov,Assoc-voc,13,Married-civ-spouse,Craft-repair,Husband,White
88,Federal-gov,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White
23,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White
67,Private,HS-grad,13,Never-married,Handlers-cleaners,Unmarried,White
45,Private,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White
53,Private,Some-college,10,Divorced,Exec-managerial,Husband,White
55,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White
60,Private,11th,9,Married-civ-spouse,Farming-fishing,Not-in-family,White
43,Private,Doctorate,9,Never-married,Adm-clerical,Husband,White
50,Private,Masters,9,Never-married,Prof-specialty,Husband,Black
37,Self-emp-not-inc,HS-grad,10,Divorced,Prof-specialty,Husband,Asian-Pac-Islander
33,Private,5th-6th,2,Separated,Sales,Other-relative,White
48,Private,Masters,11,Married-civ-spouse,Machine-op-inspct,Own-child,White
69,Self-emp-inc,HS-grad,10,Never-married,Prof-specialty,Husband,White
79,Federal-gov,HS-grad,1,Separated,Craft-repair,Unmarried,White
53,Local-gov,11th,15,Never-married,Craft-repair,Own-child,White
39,Private,Some-college,9,Married-civ-spouse,Adm-clerical,Own-child,White
31,Self-emp-not-inc,Bachelors,14,Widowed,Exec-managerial,Not-in-family,White
19,Private,HS-grad,10,Married-civ-spouse,Other-service,Not-in-family,White
55,Private,Some-college,15,Never-married,Exec-managerial,Not-in-family,White
42,Private,Some-college,9,Married-civ-spouse,Craft-repair,Unmarried,White
21,Private,1st-4th,9,Married-civ-spouse,Machine-op-inspct,Own-child,White
51,Private,HS-grad,10,Separated,Other-service,Other-relative,White
61,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,White
43,Private,HS-grad,13,Widowed,Craft-repair,Own-child,White
38,Self-emp-not-inc,11th,13,Married-civ-spouse,Sales,Not-in-family,White
52,Private,7th-8th,14,Never-married,Sales,Husband,White
20,Private,Some-college,9,Divorced,Protective-serv,Husband,White
77,Self-emp-inc,10th,10,Married-civ-spouse,Adm-clerical,Husband,White
60,Private,HS-grad,9,Married-civ-spouse,Tech-support,Other-relative,White
18,Private,HS-grad,13,Married-civ-spouse,Other-service,Unmarried,White
25,Private,Some-college,10,Divorced,Exec-managerial,Husband,White
60,State-gov,Some-college,9,Never-married,Sales,Husband,White
26,Private,Some-college,13,Married-civ-spouse,Sales,Unmarried,White
19,Private,HS-grad,8,Married-civ-spouse,Handlers-cleaners,Unmarried,White
77,Private,Some-college,10,Never-married,?,Not-in-family,White
25,State-gov,HS-grad,14,Married-civ-spouse,Sales,Husband,White
17,Self-emp-not-inc,7th-8th,10,Widowed,Adm-clerical,Own-child,Black
80,Private,Bachelors,10,Married-civ-spouse,Prof-specialty,Not-in-family,White
35,Private,Some-college,8,Married-civ-spouse,Craft-repair,Own-child,White
43,Self-emp-inc,HS-grad,10,Never-married,Sales,Husband,White
47,Self-emp-not-inc,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White
33,Self-emp-not-inc,Prof-school,11,Divorced,Machine-op-inspct,Husband,White
31,Private,Masters,8,Widowed,?,Not-in-family,White
72,?,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White
54,?,Some-college,9,Married-civ-spouse,Sales,Unmarried,White
32,Self-emp-inc,Masters,14,Never-married,Sales,Not-in-family,White
33,Private,10th,13,Widowed,Prof-specialty,Not-in-family,White
61,Private,Bachelors,12,Never-married,Craft-repair,Husband,Other
69,Self-emp-not-inc,Bachelors,15,Separated,Prof-specialty,Husband,Asian-Pac-Islander
40,Private,Some-college,13,Never-married,Sales,Husband,White
41,Private,Doctorate,7,Married-civ-spouse,Handlers-cleaners,Husband,White
40,State-gov,HS-grad,11,Divorced,Prof-specialty,Husband,White
45,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Unmarried,Asian-Pac-Islander
81,Private,Some-college,9,Married-civ-spouse,Tech-support,Unmarried,White
41,Self-emp-not-inc,7th-8th,10,Married-civ-spouse,Protective-serv,Own-child,White
40,Private,Bachelors,14,Never-married,Sales,Other-relative,White
21,Private,Assoc-voc,9,Never-married,Prof-specialty,Husband,White
52,Private,10th,3,Married-civ-spouse,Prof-specialty,Unmarried,White
69,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Unmarried,White
24,?,Bachelors,10,Never-married,Transport-moving,Husband,White
39,Private,9th,8,Separated,Exec-managerial,Unmarried,White
34,Self-emp-inc,Some-college,9,Never-married,Sales,Husband,White
44,Private,Doctorate,3,Divorced,Sales,Not-in-family,White
73,Self-emp-inc,HS-grad,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,Other
26,?,HS-grad,9,Never-married,Exec-managerial,Husband,White
52,Self-emp-inc,Assoc-voc,6,Married-civ-spouse,Prof-specialty,Not-in-family,Black
72,?,Masters,10,Married-civ-spouse,?,Wife,Asian-Pac-Islander
80,Self-emp-not-inc,Some-college,13,Married-civ-spouse,Adm-clerical,Not-in-family,White
35,Private,Bachelors,14,Never-married,Tech-support,Husband,White
46,Private,12th,13,Married-civ-spouse,?,Unmarried,White
80,?,HS-grad,10,Never-married,Adm-clerical,Unmarried,White
23,Private,Masters,9,Married-civ-spouse,Adm-clerical,Husband,White
88,Private,Doctorate,3,Never-married,Prof-specialty,Husband,White
29,State-gov,12th,10,Married-civ-spouse,Transport-moving,Husband,White
25,Private,9th,13,Married-civ-spouse,Sales,Wife,White
61,Private,Some-college,15,Married-civ-spouse,Other-service,Husband,White
45,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White
31,Self-emp-inc,Doctorate,5,Married-civ-spouse,Sales,Husband,White
29,Private,Bachelors,12,Widowed,Machine-op-inspct,Wife,White
22,Private,7th-8th,16,Divorced,Adm-clerical,Own-child,White
32,Local-gov,Masters,9,Divorced,Adm-clerical,Unmarried,White
45,Private,HS-grad,9,Married-civ-spouse,?,Husband,White
46,Private,11th,13,Never-married,Sales,Not-in-family,White
58,Private,Prof-school,13,Married-civ-spouse,Adm-clerical,Own-child,White
17,Private,Assoc-voc,3,Divorced,Prof-specialty,Not-in-family,White
25,Private,Some-college,13,Never-married,?,Not-in-family,Other
25,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Unmarried,White
59,Private,Bachelors,3,Married-civ-spouse,Farming-fishing,Not-in-family,White
77,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,White
38,Private,Assoc-acdm,9,Never-married,Exec-managerial,Husband,White
30,Private,5th-6th,9,Never-married,Exec-managerial,Husband,White
43,Private,5th-6th,10,Divorced,Machine-op-inspct,Husband,White
79,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White
80,Self-emp-not-inc,HS-grad,10,Married-civ-spouse,Farming-fishing,Wife,White
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White
39,Private,Assoc-voc,10,Never-married,Prof-specialty,Not-in-family,White
74,Private,10th,9,Divorced,Prof-specialty,Own-child,White
69,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Other-service,Not-in-family,White
53,Private,11th,9,Married-civ-spouse,Exec-managerial,Wife,Other
30,Private,HS-grad,4,Married-civ-spouse,Prof-specialty,Husband,White
77,Private,HS-grad,6,Widowed,Transport-moving,Unmarried,Other
48,Private,HS-grad,10,Married-civ-spouse,Farming-fishing,Wife,White
41,State-gov,HS-grad,9,Separated,Exec-managerial,Wife,White
74,Private,9th,9,Married-civ-spouse,Protective-serv,Wife,White
43,Private,Some-college,13,Never-married,Farming-fishing,Husband,White
34,Private,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White
60,Private,Assoc-voc,10,Married-civ-spouse,Other-service,Not-in-family,White
53,Private,HS-grad,13,Married-civ-spouse,Sales,Not-in-family,Black
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander
52,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White
56,Private,Masters,9,Married-civ-spouse,Tech-support,Not-in-family,White
19,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White
29,Private,Bachelors,9,Never-married,Exec-managerial,Unmarried,White
27,?,10th,9,Never-married,Exec-managerial,Own-child,White
32,Private,Masters,9,Never-married,?,Unmarried,White
88,Self-emp-inc,9th,10,Never-married,?,Husband,White
40,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Other
90,Self-emp-not-inc,12th,8,Divorced,Craft-repair,Unmarried,White
49,Self-emp-not-inc,HS-grad,13,Married-civ-spouse,Sales,Wife,White
58,Local-gov,Doctorate,9,Married-civ-spouse,Tech-support,Unmarried,White
42,Private,10th,10,Separated,Protective-serv,Own-child,White
19,Self-emp-inc,Bachelors,9,Married-civ-spouse,Sales,Not-in-family,White
49,Private,HS-grad,8,Never-married,Tech-support,Own-child,White
44,?,Masters,9,Never-married,Exec-managerial,Unmarried,White
59,State-gov,HS-grad,10,Married-civ-spouse,Tech-support,Husband,White
30,Private,HS-grad,9,Never-married,?,Not-in-family,White
23,Private,11th,5,Married-civ-spouse,Transport-moving,Own-child,White
18,Private,Masters,9,Divorced,Other-service,Unmarried,White
23,Private,Bachelors,9,Divorced,Sales,Unmarried,White
67,Private,Bachelors,9,Never-married,Craft-repair,Husband,White
26,Private,HS-grad,9,Separated,Exec-managerial,Not-in-family,White
25,Private,Assoc-acdm,9,Never-married,?,Wife,White
24,Local-gov,HS-grad,10,Divorced,Sales,Husband,White
51,Private,Bachelors,9,Married-civ-spouse,Craft-repair,Not-in-family,White
33,Private,Some-college,11,Married-civ-spouse,Prof-specialty,Wife,White
27,Private,9th,13,Separated,?,Unmarried,White
45,Private,Assoc-acdm,11,Divorced,Exec-managerial,Husband,White
31,Self-emp-inc,Some-college,12,Never-married,Adm-clerical,Husband,White
59,Private,HS-grad,9,Divorced,?,Wife,White
32,Private,HS-grad,8,Never-married,Other-service,Husband,White
54,State-gov,HS-grad,10,Separated,Protective-serv,Not-in-family,White
44,Self-emp-inc,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black
34,Private,HS-grad,11,Divorced,Prof-specialty,Own-child,White
60,Private,Assoc-acdm,9,Never-married,Prof-specialty,Husband,White
58,Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White
69,Private,Bachelors,14,Never-married,Craft-repair,Husband,Amer-Indian-Eskimo
24,Self-emp-not-inc,Some-college,9,Divorced,Sales,Husband,White
32,Private,Some-college,8,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander
49,Local-gov,Doctorate,14,Married-civ-spouse,Other-service,Husband,White
46,Private,Some-college,11,Married-civ-spouse,Machine-op-inspct,Husband,White
76,Private,HS-grad,8,Never-married,?,Husband,White
70,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Own-child,White
43,Private,Masters,7,Never-married,?,Husband,White
72,?,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander
23,State-gov,Some-college,13,Never-married,Exec-managerial,Husband,White
49,Private,Prof-school,13,Widowed,Sales,Husband,Amer-Indian-Eskimo
24,Private,Bachelors,9,Married-civ-spouse,Sales,Husband,White
52,Private,HS-grad,9,Never-married,Craft-repair,Husband,White
29,Private,11th,7,Married-civ-spouse,Prof-specialty,Not-in-family,White
48,Private,HS-grad,10,Married-civ-spouse,Other-service,Husband,Black
53,Private,Bachelors,14,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander
32,Private,HS-grad,9,Divorced,Sales,Husband,Black
45,Private,HS-grad,10,Widowed,?,Husband,White
45,Self-emp-inc,Doctorate,9,Married-civ-spouse,Adm-clerical,Unmarried,White
47,?,HS-grad,15,Never-married,Adm-clerical,Own-child,White
26,Federal-gov,Bachelors,9,Married-civ-spouse,Sales,Own-child,Black
49,Private,Bachelors,10,Divorced,Handlers-cleaners,Unmarried,White
60,Self-emp-not-inc,Some-college,3,Married-civ-spouse,Sales,Own-child,White
54,Self-emp-not-inc,Some-college,9,Never-married,Tech-support,Unmarried,White
24,Private,1st-4th,10,Never-married,?,Not-in-family,White
40,Self-emp-not-inc,Some-college,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander
50,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White
58,?,10th,9,Widowed,Craft-repair,Unmarried,Black
30,Self-emp-not-inc,Prof-school,9,Never-married,Other-service,Unmarried,Other
40,Private,Some-college,10,Never-married,Other-service,Husband,White
26,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White
37,Private,Some-college,9,Married-civ-spouse,Sales,Husband,White
47,Private,Prof-school,10,Married-civ-spouse,Machine-op-inspct,Own-child,White
31,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White
74,Private,HS-grad,10,Separated,Prof-specialty,Husband,White
42,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Unmarried,White
90,Private,Some-college,14,Married-civ-spouse,Adm-clerical,Unmarried,Black
80,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander
31,Private,HS-grad,10,Married-civ-spouse,Adm-clerical,Not-in-family,White
34,Private,Some-college,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White
25,Local-gov,10th,10,Married-civ-spouse,Sales,Husband,White
39,Private,Some-college,9,Divorced,Handlers-cleaners,Wife,Black
22,Private,Some-college,13,Never-married,Tech-support,Wife,White
43,?,HS-grad,9,Never-married,Other-service,Husband,White
36,Private,Assoc-acdm,9,Married-civ-spouse,Sales,Unmarried,White
32,Private,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White
23,Local-gov,10th,9,Married-civ-spouse,Handlers-cleaners,Husband,White
47,Private,Bachelors,9,Married-civ-spouse,?,Husband,White
51,Private,HS-grad,10,Never-married,Transport-moving,Unmarried,White
61,Private,Some-college,9,Never-married,Craft-repair,Husband,White
49,Private,HS-grad,13,Married-civ-spouse,Adm-clerical,Husband,White
24,Self-emp-not-inc,HS-grad,1,Divorced,Other-service,Husband,White
26,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White
37,Private,Some-college,10,Never-married,Other-service,Unmarried,White
40,Private,HS-grad,10,Divorced,Other-service,Husband,Other
41,Private,Bachelors,9,Divorced,Transport-moving,Unmarried,White
47,Private,HS-grad,13,Divorced,Craft-repair,Husband,White
50,?,5th-6th,10,Married-civ-spouse,Craft-repair,Own-child,White
43,Self-emp-inc,HS-grad,10,Married-civ-spouse,Sales,Husband,White
34,?,Some-college,10,Never-married,Tech-support,Husband,White
69,Private,Some-college,9,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander
46,Private,Some-college,9,Never-married,Adm-clerical,Husband,Black
40,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White
63,Private,Assoc-voc,15,Married-civ-spouse,Other-service,Not-in-family,White
80,Private,Bachelors,9,Married-civ-spouse,Exec-managerial,Not-in-family,White
25,Private,HS-grad,9,Never-married,Craft-repair,Husband,White
31,Private,Bachelors,14,Married-civ-spouse,Prof-specialty,Not-in-family,Black
47,?,Masters,11,Widowed,Craft-repair,Unmarried,Black
67,Private,Bachelors,9,Never-married,Craft-repair,Husband,Black
50,Private,Bachelors,9,Never-married,Other-service,Wife,White
24,Private,Some-college,12,Widowed,Craft-repair,Wife,Black
44,Private,10th,5,Separated,Handlers-cleaners,Not-in-family,White
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black
42,Private,HS-grad,10,Separated,Other-service,Not-in-family,White
53,Private,Bachelors,15,Married-civ-spouse,Machine-op-inspct,Own-child,White
34,Federal-gov,Masters,9,Married-civ-spouse,Craft-repair,Husband,White
20,?,Bachelors,10,Widowed,Prof-specialty,Unmarried,White
38,Private,11th,14,Married-civ-spouse,Transport-moving,Not-in-family,White
26,Private,Some-college,9,Never-married,Exec-managerial,Not-in-family,Black
20,Private,HS-grad,9,Never-married,Adm-clerical,Wife,White
32,Local-gov,Assoc-acdm,9,Married-civ-spouse,Adm-clerical,Not-in-family,White
35,?,HS-grad,13,Never-married,Sales,Husband,White
37,Private,HS-grad,10,Never-married,Prof-specialty,Not-in-family,White
26,Private,Assoc-acdm,10,Married-civ-spouse,Sales,Husband,White
35,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White
52,Private,Some-college,13,Divorced,Other-service,Not-in-family,White
26,Private,HS-grad,9,Married-civ-spouse,?,Not-in-family,White
42,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black
32,Private,Assoc-acdm,4,Never-married,Craft-repair,Husband,Black
22,Private,Some-college,9,Divorced,Handlers-cleaners,Husband,Black
34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black
57,Private,Bachelors,9,Married-civ-spouse,?,Own-child,White
62,State-gov,HS-grad,9,Never-married,?,Not-in-family,White
23,Private,Doctorate,10,Never-married,Sales,Not-in-family,White
58,Private,Masters,10,Never-married,Sales,Husband,White
49,Private,Bachelors,14,Married-civ-spouse,Other-service,Husband,White
45,Self-emp-not-inc,Assoc-voc,10,Divorced,Transport-moving,Husband,Black
17,Private,Some-college,2,Divorced,Transport-moving,Husband,White
18,Private,HS-grad,9,Never-married,Sales,Own-child,White
53,State-gov,Assoc-voc,10,Married-civ-spouse,?,Husband,White
21,Private,Masters,14,Divorced,Tech-support,Own-child,Black
47,Private,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White
56,Self-emp-not-inc,Some-college,7,Never-married,Prof-specialty,Not-in-family,White
32,Self-emp-inc,Assoc-voc,13,Never-married,Handlers-cleaners,Husband,White
48,Private,Bachelors,13,Married-civ-spouse,Sales,Not-in-family,Amer-Indian-Eskimo
51,Local-gov,9th,13,Married-civ-spouse,Machine-op-inspct,Own-child,White
61,Self-emp-not-inc,HS-grad,3,Married-civ-spouse,Other-service,Husband,White
76,Private,HS-grad,10,Never-married,Sales,Wife,White
49,Private,HS-grad,9,Never-married,Craft-repair,Husband,White
31,Private,HS-grad,8,Married-civ-spouse,Exec-managerial,Other-relative,White
59,Private,Masters,7,Never-married,Exec-managerial,Husband,White
67,Private,12th,13,Never-married,Adm-clerical,Husband,White
80,Federal-gov,HS-grad,13,Married-civ-spouse,Other-service,Husband,White
50,Private,Bachelors,13,Never-married,Craft-repair,Husband,White
43,Private,HS-grad,11,Married-civ-spouse,Exec-managerial,Not-in-family,White
48,?,Prof-school,10,Married-civ-spouse,Sales,Unmarried,White
80,Private,Bachelors,10,Married-civ-spouse,Exec-managerial,Not-in-family,White
88,Private,Masters,9,Married-civ-spouse,Craft-repair,Husband,White
79,Private,HS-grad,10,Married-civ-spouse,Machine-op-inspct,Husband,White
37,Private,Masters,7,Never-married,Prof-specialty,Husband,White
45,Private,Masters,6,Married-civ-spouse,Farming-fishing,Husband,White
29,Private,HS-grad,13,Never-married,?,Own-child,White
40,Private,Bachelors,13,Separated,Craft-repair,Husband,White
32,Private,HS-grad,10,Married-civ-spouse,Prof-specialty,Other-relative,White
49,Private,Masters,11,Married-civ-spouse,Protective-serv,Unmarried,White
90,Private,7th-8th,11,Married-civ-spouse,Sales,Own-child,Black
58,Local-gov,Assoc-acdm,9,Married-civ-spouse,Adm-clerical,Husband,Black
23,Private,7th-8th,10,Married-civ-spouse,Sales,Not-in-family,White
50,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White
33,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White
37,Private,HS-grad,15,Never-married,Craft-repair,Not-in-family,White
31,Private,HS-grad,9,Widowed,Machine-op-inspct,Own-child,Black
26,Private,HS-grad,11,Married-civ-spouse,Other-service,Own-child,White
26,Private,5th-6th,13,Never-married,Transport-moving,Unmarried,White
81,?,Doctorate,10,Widowed,Handlers-cleaners,Not-in-family,White
46,Private,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White
49,Private,Masters,14,Divorced,Sales,Husband,White
41,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Handlers-cleaners,Own-child,White
33,Private,Some-college,4,Never-married,?,Husband,White
42,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White
31,Private,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,White
74,Private,Some-college,9,Married-civ-spouse,Exec-managerial,Own-child,White
39,Private,HS-grad,9,Divorced,Prof-specialty,Wife,White
31,Private,Doctorate,9,Divorced,Handlers-cleaners,Own-child,White
29,Private,HS-grad,9,Married-spouse-absent,Other-service,Husband,Black
77,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White
50,Private,Bachelors,6,Never-married,?,Wife,White
22,Federal-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,Other
31,Private,Bachelors,15,Never-married,Prof-specialty,Husband,White
56,Private,9th,10,Married-civ-spouse,Adm-clerical,Husband,White
77,Private,Bachelors,10,Never-married,Exec-managerial,Own-child,White
35,?,Bachelors,13,Married-civ-spouse,Adm-clerical,Not-in-family,White
39,Local-gov,Some-college,9,Never-married,Adm-clerical,Husband,White
24,Private,HS-grad,10,Divorced,Craft-repair,Wife,White
21,Private,HS-grad,10,Separated,Other-service,Not-in-family,White
20,Private,HS-grad,14,Married-civ-spouse,Craft-repair,Husband,White
81,Private,Bachelors,9,Married-civ-spouse,Other-service,Husband,White
72,Local-gov,HS-grad,9,Married-civ-spouse,Sales,Wife,White
33,Self-emp-inc,10th,10,Married-civ-spouse,Sales,Unmarried,Black
25,Private,Bachelors,10,Married-civ-spouse,Adm-clerical,Not-in-family,White
53,Private,HS-grad,11,Never-married,Other-service,Husband,Other
31,Self-emp-not-inc,Bachelors,10,Married-civ-spouse,Sales,Unmarried,White
32,State-gov,Masters,14,Never-married,Handlers-cleaners,Not-in-family,White
35,Private,Some-college,9,Married-civ-spouse,Adm-clerical,Unmarried,White
46,Private,Some-college,13,Never-married,Other-service,Own-child,White
32,State-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Unmarried,White
50,?,Some-college,13,Never-married,Prof-specialty,Husband,White
19,Private,HS-grad,13,Married-civ-spouse,Adm-clerical,Own-child,White
69,Private,7th-8th,9,Divorced,Machine-op-inspct,Not-in-family,Other
31,Private,HS-grad,9,Married-civ-spouse,?,Not-in-family,White
55,Self-emp-inc,Bachelors,14,Married-civ-spouse,Adm-clerical,Not-in-family,White
59,Private,HS-grad,9,Never-married,Adm-clerical,Husband,White
69,Private,11th,13,Never-married,?,Wife,White
22,Private,Some-college,11,Married-civ-spouse,Prof-specialty,Husband,White
80,Private,11th,9,Married-civ-spouse,Adm-clerical,Own-child,White
74,Private,Some-college,10,Married-civ-spouse,Transport-moving,Not-in-family,White
33,Private,Some-college,4,Married-civ-spouse,Sales,Husband,White
45,Local-gov,Bachelors,9,Married-civ-spouse,Adm-clerical,Not-in-family,White
55,Local-gov,Bachelors,13,Married-civ-spouse,Farming-fishing,Own-child,White
67,Private,HS-grad,10,Married-civ-spouse,Other-service,Own-child,White
53,?,Some-college,10,Divorced,Prof-specialty,Husband,White
47,Private,Prof-school,13,Widowed,Prof-specialty,Not-in-family,White
78,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Not-in-family,White
30,Private,Some-college,15,Married-civ-spouse,Exec-managerial,Husband,White
63,Private,HS-grad,7,Divorced,Tech-support,Not-in-family,White
29,Private,Masters,7,Divorced,Prof-specialty,Not-in-family,White
39,Private,Bachelors,10,Divorced,Adm-clerical,Not-in-family,White
37,State-gov,9th,9,Divorced,Machine-op-inspct,Unmarried,White
33,?,Prof-school,10,Divorced,Other-service,Husband,Black
47,Private,HS-grad,10,Never-married,Prof-specialty,Husband,White
59,Private,HS-grad,11,Never-married,Prof-specialty,Unmarried,White
47,Self-emp-not-inc,HS-grad,13,Married-civ-spouse,Exec-managerial,Not-in-family,White
43,Private,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White
51,Private,HS-grad,10,Married-civ-spouse,Prof-specialty,Unmarried,White
60,Self-emp-inc,HS-grad,13,Divorced,Other-service,Unmarried,White
81,Private,HS-grad,14,Married-civ-spouse,Prof-specialty,Unmarried,White
22,?,Assoc-voc,13,Widowed,Farming-fishing,Husband,White
54,?,HS-grad,13,Widowed,Sales,Husband,Black
25,Private,Some-college,13,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo
40,Private,Masters,9,Divorced,Tech-support,Husband,Other
25,Private,Some-college,15,Never-married,Exec-managerial,Own-child,White
77,Private,Some-college,13,Never-married,Other-service,Husband,Amer-Indian-Eskimo
44,Self-emp-not-inc,Some-college,9,Never-married,Exec-managerial,Unmarried,Black
37,Private,5th-6th,9,Divorced,Sales,Husband,White
26,Private,HS-grad,10,Married-civ-spouse,Sales,Unmarried,White
81,Federal-gov,Bachelors,10,Divorced,Sales,Not-in-family,Black
59,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Black
32,Local-gov,Bachelors,9,Never-married,Farming-fishing,Husband,White
57,Private,HS-grad,10,Widowed,Farming-fishing,Husband,White
