age,workclass,education,education-num,marital-status,occupation,relationship,race
53,State-gov,Bachelors,10,Widowed,Farming-fishing,Other-relative,Black
53,Federal-gov,Doctorate,10,Widowed,Craft-repair,Wife,Black
71,State-gov,11th,13,Never-married,Other-service,Own-child,Amer-Indian-Eskimo
18,Never-worked,Masters,3,Widowed,Transport-moving,Own-child,Asian-Pac-Islander
36,Self-emp-inc,Assoc-voc,11,Married-spouse-absent,Priv-house-serv,Husband,Asian-Pac-Islander
29,Local-gov,Bachelors,7,Married-spouse-absent,Armed-Forces,Not-in-family,White
31,?,5th-6th,7,Married-AF-spouse,Prof-specialty,Other-relative,Other
88,Never-worked,Bachelors,16,Married-AF-spouse,Priv-house-serv,Other-relative,Other
68,Local-gov,Some-college,1,Widowed,Armed-Forces,Other-relative,Asian-Pac-Islander
63,?,Masters,4,Married-AF-spouse,Prof-specialty,Other-relative,Other
72,State-gov,Prof-school,6,Never-married,Transport-moving,Husband,Asian-Pac-Islander
63,Local-gov,5th-6th,4,Married-spouse-absent,Armed-Forces,Other-relative,Other
32,Never-worked,Some-college,1,Married-spouse-absent,Craft-repair,Husband,White
17,State-gov,5th-6th,2,Married-spouse-absent,Protective-serv,Husband,Amer-Indian-Eskimo
72,State-gov,Some-college,6,Widowed,Craft-repair,Husband,Amer-Indian-Eskimo
52,?,Bachelors,4,Never-married,Sales,Own-child,Other
53,State-gov,Preschool,12,Married-spouse-absent,Priv-house-serv,Not-in-family,Black
25,State-gov,Bachelors,8,Never-married,Farming-fishing,Other-relative,White
41,Self-emp-inc,9th,2,Separated,?,Husband,Amer-Indian-Eskimo
26,Without-pay,HS-grad,4,Married-AF-spouse,?,Unmarried,Asian-Pac-Islander
42,Local-gov,9th,4,Widowed,Protective-serv,Wife,Black
38,State-gov,Assoc-acdm,13,Never-married,Other-service,Own-child,Black
61,Federal-gov,9th,6,Separated,?,Husband,Amer-Indian-Eskimo
35,State-gov,Some-college,8,Married-civ-spouse,Farming-fishing,Own-child,Asian-Pac-Islander
53,State-gov,5th-6th,7,Widowed,Craft-repair,Wife,Black
40,?,Preschool,13,Separated,Craft-repair,Not-in-family,Black
44,State-gov,11th,5,Married-AF-spouse,Priv-house-serv,Husband,White
61,Local-gov,Doctorate,1,Separated,Exec-managerial,Husband,Asian-Pac-Islander
77,Never-worked,1st-4th,12,Married-AF-spouse,Prof-specialty,Own-child,Amer-Indian-Eskimo
76,Local-gov,11th,3,Married-spouse-absent,Tech-support,Not-in-family,Other
57,Federal-gov,HS-grad,6,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo
75,Without-pay,Bachelors,8,Widowed,Craft-repair,Other-relative,Amer-Indian-Eskimo
17,Local-gov,9th,7,Married-civ-spouse,Protective-serv,Unmarried,Amer-Indian-Eskimo
60,Without-pay,Doctorate,1,Widowed,Farming-fishing,Not-in-family,Black
17,State-gov,Assoc-voc,15,Married-AF-spouse,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo
64,Private,Masters,12,Widowed,Transport-moving,Unmarried,Amer-Indian-Eskimo
21,Private,HS-grad,10,Widowed,Transport-moving,Unmarried,Black
38,State-gov,11th,13,Married-AF-spouse,Machine-op-inspct,Own-child,Black
57,Private,Preschool,8,Never-married,Other-service,Husband,Amer-Indian-Eskimo
63,?,Bachelors,16,Separated,Sales,Other-relative,Other
40,Local-gov,5th-6th,7,Married-civ-spouse,Protective-serv,Not-in-family,Black
78,Never-worked,11th,4,Married-AF-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander
83,Federal-gov,5th-6th,9,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander
29,?,Doctorate,11,Married-AF-spouse,Sales,Other-relative,Asian-Pac-Islander
71,Never-worked,12th,13,Married-spouse-absent,Craft-repair,Not-in-family,Amer-Indian-Eskimo
73,Never-worked,5th-6th,2,Never-married,Machine-op-inspct,Own-child,Other
29,Local-gov,Some-college,11,Married-spouse-absent,Priv-house-serv,Not-in-family,White
90,Local-gov,Doctorate,10,Married-civ-spouse,Exec-managerial,Other-relative,White
49,Never-worked,9th,7,Widowed,Protective-serv,Wife,Black
88,Never-worked,Assoc-voc,5,Never-married,Machine-op-inspct,Other-relative,Other
46,Local-gov,11th,6,Never-married,Sales,Husband,Asian-Pac-Islander
68,Self-emp-not-inc,5th-6th,6,Widowed,Protective-serv,Other-relative,Asian-Pac-Islander
29,?,5th-6th,5,Widowed,Armed-Forces,Other-relative,Asian-Pac-Islander
74,Without-pay,Some-college,4,Never-married,Adm-clerical,Wife,Black
86,State-gov,9th,8,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander
77,Self-emp-inc,Assoc-acdm,5,Separated,?,Own-child,Black
46,State-gov,Some-college,10,Widowed,Craft-repair,Husband,Asian-Pac-Islander
77,Self-emp-inc,10th,1,Married-AF-spouse,Adm-clerical,Own-child,Black
59,Self-emp-not-inc,9th,7,Separated,?,Husband,White
43,Private,10th,8,Married-spouse-absent,Priv-house-serv,Unmarried,Amer-Indian-Eskimo
18,State-gov,HS-grad,8,Divorced,Transport-moving,Own-child,Asian-Pac-Islander
42,Private,5th-6th,14,Widowed,Protective-serv,Wife,Asian-Pac-Islander
32,Self-emp-not-inc,10th,1,Married-AF-spouse,Exec-managerial,Own-child,White
73,?,Some-college,10,Married-AF-spouse,Machine-op-inspct,Own-child,Other
61,Federal-gov,11th,6,Married-AF-spouse,Exec-managerial,Husband,Black
30,?,5th-6th,12,Widowed,Protective-serv,Other-relative,Black
65,State-gov,Doctorate,2,Married-AF-spouse,Adm-clerical,Own-child,Black
26,Federal-gov,1st-4th,16,Never-married,Other-service,Own-child,Black
77,Self-emp-inc,Doctorate,2,Married-AF-spouse,Exec-managerial,Own-child,Amer-Indian-Eskimo
26,Federal-gov,Masters,16,Married-AF-spouse,Prof-specialty,Unmarried,Black
17,Local-gov,5th-6th,16,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo
63,?,1st-4th,2,Married-AF-spouse,Prof-specialty,Other-relative,Other
38,Private,Bachelors,14,Separated,Farming-fishing,Own-child,White
23,Self-emp-inc,12th,1,Married-spouse-absent,Craft-repair,Unmarried,Amer-Indian-Eskimo
56,State-gov,5th-6th,5,Widowed,Protective-serv,Not-in-family,Other
80,Self-emp-inc,Bachelors,16,Married-civ-spouse,Priv-house-serv,Husband,Asian-Pac-Islander
41,Local-gov,Bachelors,2,Married-spouse-absent,Armed-Forces,Wife,Amer-Indian-Eskimo
75,Without-pay,5th-6th,8,Married-spouse-absent,Protective-serv,Husband,Asian-Pac-Islander
17,Local-gov,HS-grad,15,Separated,Transport-moving,Unmarried,White
36,Self-emp-inc,Bachelors,8,Married-spouse-absent,Armed-Forces,Husband,Asian-Pac-Islander
46,Local-gov,5th-6th,10,Never-married,Sales,Husband,Other
68,Self-emp-not-inc,HS-grad,15,Separated,?,Other-relative,Asian-Pac-Islander
36,Self-emp-inc,HS-grad,8,Married-spouse-absent,Armed-Forces,Husband,Asian-Pac-Islander
68,Self-emp-not-inc,10th,2,Married-spouse-absent,Armed-Forces,Unmarried,Asian-Pac-Islander
64,Local-gov,5th-6th,11,Divorced,Protective-serv,Own-child,Asian-Pac-Islander
27,Local-gov,7th-8th,16,Separated,Sales,Wife,Other
78,Never-worked,Preschool,14,Married-AF-spouse,Priv-house-serv,Wife,Asian-Pac-Islander
74,Self-emp-inc,Bachelors,4,Married-spouse-absent,Armed-Forces,Husband,Black
52,Private,HS-grad,5,Widowed,Craft-repair,Own-child,White
29,?,5th-6th,5,Married-AF-spouse,Other-service,Other-relative,Asian-Pac-Islander
17,Never-worked,5th-6th,15,Married-AF-spouse,Machine-op-inspct,Other-relative,Black
70,Local-gov,Doctorate,13,Married-civ-spouse,Exec-managerial,Not-in-family,White
86,Self-emp-not-inc,HS-grad,3,Married-AF-spouse,Handlers-cleaners,Unmarried,Asian-Pac-Islander
20,Self-emp-inc,Assoc-voc,10,Divorced,Exec-managerial,Wife,Amer-Indian-Eskimo
28,?,Bachelors,9,Married-spouse-absent,Armed-Forces,Unmarried,White
41,Local-gov,HS-grad,2,Separated,?,Wife,Amer-Indian-Eskimo
50,Without-pay,11th,15,Widowed,Farming-fishing,Wife,Black
72,Self-emp-inc,Masters,8,Widowed,Transport-moving,Own-child,Amer-Indian-Eskimo
83,State-gov,9th,6,Never-married,Handlers-cleaners,Wife,Asian-Pac-Islander
58,Self-emp-inc,Masters,16,Widowed,Transport-moving,Other-relative,Other
29,State-gov,Bachelors,7,Married-spouse-absent,Armed-Forces,Not-in-family,Asian-Pac-Islander
38,State-gov,10th,13,Married-AF-spouse,Machine-op-inspct,Own-child,Amer-Indian-Eskimo
17,State-gov,Assoc-voc,16,Married-AF-spouse,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo
80,?,Preschool,4,Married-AF-spouse,Priv-house-serv,Husband,Asian-Pac-Islander
74,Without-pay,10th,4,Married-AF-spouse,Tech-support,Husband,Black
83,?,1st-4th,11,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander
29,Local-gov,Assoc-acdm,5,Never-married,Other-service,Other-relative,Asian-Pac-Islander
86,Never-worked,9th,14,Married-civ-spouse,Protective-serv,Wife,Black
72,State-gov,5th-6th,6,Never-married,Craft-repair,Husband,Amer-Indian-Eskimo
61,Federal-gov,Bachelors,1,Married-spouse-absent,Armed-Forces,Husband,Amer-Indian-Eskimo
83,?,5th-6th,11,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander
24,Private,9th,8,Married-spouse-absent,Protective-serv,Wife,Asian-Pac-Islander
61,State-gov,10th,1,Widowed,Armed-Forces,Husband,Amer-Indian-Eskimo
76,Local-gov,Bachelors,10,Never-married,Sales,Own-child,Asian-Pac-Islander
47,?,1st-4th,8,Married-AF-spouse,Priv-house-serv,Other-relative,White
73,Without-pay,Masters,2,Married-AF-spouse,Prof-specialty,Own-child,Other
66,Self-emp-not-inc,Assoc-voc,16,Married-AF-spouse,Machine-op-inspct,Other-relative,Other
67,Private,Assoc-voc,10,Married-AF-spouse,Machine-op-inspct,Own-child,Other
32,State-gov,Masters,6,Married-civ-spouse,Exec-managerial,Own-child,White
37,Self-emp-inc,HS-grad,9,Separated,?,Not-in-family,Amer-Indian-Eskimo
17,Local-gov,5th-6th,16,Married-spouse-absent,Protective-serv,Unmarried,Amer-Indian-Eskimo
25,Federal-gov,Bachelors,4,Widowed,Farming-fishing,Other-relative,Asian-Pac-Islander
70,Local-gov,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black
78,Never-worked,Masters,2,Separated,Transport-moving,Wife,Amer-Indian-Eskimo
84,Never-worked,Bachelors,9,Married-spouse-absent,Armed-Forces,Other-relative,Amer-Indian-Eskimo
83,Federal-gov,7th-8th,3,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander
38,Self-emp-not-inc,Bachelors,9,Married-AF-spouse,Priv-house-serv,Own-child,Black
51,Federal-gov,Bachelors,12,Married-spouse-absent,Armed-Forces,Not-in-family,Asian-Pac-Islander
45,?,Prof-school,7,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo
79,?,Prof-school,2,Never-married,Transport-moving,Not-in-family,Other
30,?,12th,12,Widowed,Craft-repair,Other-relative,Black
31,Federal-gov,11th,7,Married-AF-spouse,Prof-specialty,Other-relative,Other
33,Self-emp-not-inc,9th,9,Separated,?,Own-child,Black
84,Never-worked,Bachelors,14,Married-spouse-absent,Armed-Forces,Other-relative,Amer-Indian-Eskimo
85,Without-pay,9th,2,Separated,?,Wife,White
45,State-gov,11th,7,Married-AF-spouse,Other-service,Not-in-family,Amer-Indian-Eskimo
56,State-gov,12th,5,Married-civ-spouse,Protective-serv,Not-in-family,White
83,State-gov,10th,6,Widowed,Armed-Forces,Husband,Asian-Pac-Islander
86,Self-emp-not-inc,Doctorate,3,Married-civ-spouse,Exec-managerial,Unmarried,Black
45,Never-worked,Assoc-voc,10,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo
62,Without-pay,Preschool,6,Married-civ-spouse,Tech-support,Wife,White
47,Private,7th-8th,11,Married-AF-spouse,Priv-house-serv,Other-relative,White
66,Private,Preschool,5,Married-AF-spouse,Machine-op-inspct,Other-relative,Other
46,Private,Masters,13,Widowed,Transport-moving,Unmarried,Other
62,Local-gov,Doctorate,14,Married-civ-spouse,Exec-managerial,Wife,White
43,State-gov,Some-college,8,Married-AF-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo
77,Never-worked,HS-grad,4,Widowed,Handlers-cleaners,Own-child,Amer-Indian-Eskimo
88,Private,HS-grad,10,Never-married,Sales,Husband,Other
38,Private,Assoc-voc,16,Divorced,Other-service,Own-child,Amer-Indian-Eskimo
71,Private,12th,8,Widowed,Craft-repair,Own-child,Other
83,State-gov,Bachelors,8,Married-AF-spouse,Prof-specialty,Husband,Other
80,?,10th,3,Married-AF-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander
47,?,Bachelors,9,Married-AF-spouse,Prof-specialty,Other-relative,Black
81,Self-emp-not-inc,Bachelors,11,Married-spouse-absent,Armed-Forces,Husband,Amer-Indian-Eskimo
53,State-gov,7th-8th,10,Married-spouse-absent,Priv-house-serv,Other-relative,Black
79,Local-gov,Preschool,16,Never-married,Exec-managerial,Not-in-family,Black
62,Self-emp-not-inc,Doctorate,2,Divorced,Adm-clerical,Wife,White
42,?,5th-6th,15,Married-civ-spouse,Protective-serv,Wife,Black
88,Federal-gov,1st-4th,10,Married-AF-spouse,Priv-house-serv,Husband,Other
41,Self-emp-inc,HS-grad,13,Never-married,Adm-clerical,Husband,Amer-Indian-Eskimo
83,State-gov,Bachelors,6,Married-spouse-absent,Armed-Forces,Husband,Other
86,Never-worked,Assoc-voc,3,Widowed,Handlers-cleaners,Unmarried,Asian-Pac-Islander
49,Never-worked,HS-grad,8,Never-married,Transport-moving,Wife,Black
79,?,Some-college,6,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo
21,Self-emp-not-inc,HS-grad,10,Widowed,Farming-fishing,Other-relative,Amer-Indian-Eskimo
40,Local-gov,Masters,13,Married-AF-spouse,Prof-specialty,Other-relative,Black
36,Federal-gov,Doctorate,15,Never-married,Exec-managerial,Husband,Asian-Pac-Islander
59,Self-emp-not-inc,Some-college,16,Separated,?,Other-relative,Black
30,Without-pay,Preschool,12,Separated,Craft-repair,Other-relative,Black
28,Self-emp-not-inc,9th,1,Divorced,Sales,Own-child,White
88,Never-worked,Assoc-voc,6,Divorced,Machine-op-inspct,Husband,Other
46,Local-gov,HS-grad,9,Married-AF-spouse,?,Husband,Asian-Pac-Islander
84,Without-pay,HS-grad,13,Married-civ-spouse,Farming-fishing,Own-child,Amer-Indian-Eskimo
82,Federal-gov,HS-grad,12,Separated,Craft-repair,Other-relative,Amer-Indian-Eskimo
59,Self-emp-not-inc,Bachelors,15,Married-spouse-absent,Armed-Forces,Wife,Other
27,Self-emp-not-inc,HS-grad,15,Married-civ-spouse,Sales,Wife,Other
71,Never-worked,Some-college,16,Never-married,Handlers-cleaners,Not-in-family,Other
73,Without-pay,Some-college,6,Married-AF-spouse,Adm-clerical,Wife,Other
65,State-gov,12th,8,Separated,Craft-repair,Not-in-family,Black
39,Federal-gov,Some-college,6,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander
67,Never-worked,Doctorate,4,Never-married,Craft-repair,Not-in-family,Other
67,Private,Assoc-voc,12,Divorced,Other-service,Wife,Other
28,Self-emp-inc,Bachelors,9,Separated,Tech-support,Unmarried,White
78,Federal-gov,10th,1,Married-civ-spouse,Priv-house-serv,Other-relative,Amer-Indian-Eskimo
84,Never-worked,HS-grad,13,Married-spouse-absent,Armed-Forces,Own-child,Amer-Indian-Eskimo
50,Without-pay,9th,15,Married-civ-spouse,Protective-serv,Other-relative,White
17,Never-worked,5th-6th,2,Married-AF-spouse,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo
78,Never-worked,1st-4th,2,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander
20,Self-emp-inc,Bachelors,10,Married-AF-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo
80,?,7th-8th,1,Married-spouse-absent,Priv-house-serv,Not-in-family,Asian-Pac-Islander
39,Federal-gov,9th,9,Married-AF-spouse,Prof-specialty,Husband,Other
20,Without-pay,1st-4th,14,Married-AF-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo
86,Federal-gov,Assoc-voc,12,Married-AF-spouse,Priv-house-serv,Other-relative,White
69,Never-worked,5th-6th,4,Married-civ-spouse,Farming-fishing,Not-in-family,Black
70,Local-gov,HS-grad,9,Widowed,Handlers-cleaners,Own-child,Black
63,Local-gov,5th-6th,4,Divorced,Protective-serv,Other-relative,Other
23,Never-worked,Doctorate,7,Divorced,Machine-op-inspct,Own-child,Amer-Indian-Eskimo
87,Never-worked,5th-6th,1,Married-civ-spouse,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo
84,Never-worked,Bachelors,4,Widowed,Farming-fishing,Own-child,Amer-Indian-Eskimo
28,Private,Prof-school,14,Never-married,Transport-moving,Unmarried,White
67,Never-worked,Doctorate,12,Married-AF-spouse,Machine-op-inspct,Unmarried,Other
19,Private,Doctorate,8,Married-AF-spouse,Exec-managerial,Not-in-family,Other
81,Federal-gov,9th,11,Never-married,Handlers-cleaners,Husband,Other
74,Self-emp-inc,Preschool,4,Widowed,Craft-repair,Wife,Black
28,Private,Bachelors,9,Married-spouse-absent,Armed-Forces,Own-child,White
44,State-gov,7th-8th,13,Married-spouse-absent,Priv-house-serv,Other-relative,White
64,Local-gov,Bachelors,2,Married-spouse-absent,Protective-serv,Own-child,Other
62,Without-pay,Doctorate,6,Widowed,Exec-managerial,Wife,White
54,State-gov,1st-4th,13,Separated,?,Unmarried,Black
62,Never-worked,11th,2,Widowed,Exec-managerial,Wife,White
39,State-gov,Bachelors,9,Married-AF-spouse,Prof-specialty,Husband,Black
30,?,Bachelors,6,Married-civ-spouse,Sales,Other-relative,Black
50,Without-pay,Bachelors,15,Married-civ-spouse,Farming-fishing,Other-relative,Amer-Indian-Eskimo
61,Federal-gov,HS-grad,6,Widowed,Armed-Forces,Husband,Amer-Indian-Eskimo
17,Local-gov,Preschool,12,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo
79,?,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black
63,Local-gov,Bachelors,4,Married-AF-spouse,Prof-specialty,Other-relative,Other
86,Self-emp-inc,9th,14,Widowed,Protective-serv,Other-relative,White
51,Federal-gov,Bachelors,12,Married-spouse-absent,Armed-Forces,Not-in-family,Asian-Pac-Islander
75,Without-pay,Some-college,1,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo
75,Local-gov,Preschool,16,Married-AF-spouse,Tech-support,Other-relative,Asian-Pac-Islander
57,State-gov,10th,13,Married-spouse-absent,Armed-Forces,Own-child,Other
59,Self-emp-inc,HS-grad,7,Married-AF-spouse,?,Other-relative,Black
66,Federal-gov,HS-grad,16,Married-AF-spouse,Machine-op-inspct,Husband,Other
84,Private,9th,14,Married-AF-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo
23,Never-worked,Doctorate,1,Married-AF-spouse,Exec-managerial,Own-child,White
88,Federal-gov,Bachelors,5,Separated,Sales,Husband,Other
85,Federal-gov,5th-6th,14,Divorced,Other-service,Unmarried,White
26,Without-pay,11th,9,Separated,Exec-managerial,Unmarried,Black
59,Self-emp-not-inc,Assoc-acdm,15,Separated,?,Wife,Other
46,Local-gov,Bachelors,12,Married-spouse-absent,Armed-Forces,Husband,Asian-Pac-Islander
67,Never-worked,Assoc-voc,4,Married-AF-spouse,Machine-op-inspct,Not-in-family,White
68,Self-emp-not-inc,Assoc-voc,6,Married-AF-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander
66,Self-emp-not-inc,Doctorate,12,Married-AF-spouse,Exec-managerial,Own-child,Other
35,Federal-gov,Bachelors,5,Married-AF-spouse,Tech-support,Unmarried,Asian-Pac-Islander
73,Local-gov,Bachelors,2,Married-AF-spouse,Prof-specialty,Own-child,Black
59,Self-emp-inc,10th,2,Widowed,Armed-Forces,Other-relative,White
50,Private,9th,15,Married-AF-spouse,?,Husband,Black
40,Never-worked,5th-6th,7,Married-civ-spouse,Protective-serv,Not-in-family,Black
40,Local-gov,Bachelors,13,Married-AF-spouse,Prof-specialty,Not-in-family,Black
46,Local-gov,Prof-school,9,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander
80,Self-emp-inc,5th-6th,16,Widowed,Craft-repair,Husband,Asian-Pac-Islander
68,Federal-gov,Preschool,1,Married-spouse-absent,Priv-house-serv,Other-relative,Asian-Pac-Islander
77,Self-emp-inc,Assoc-acdm,5,Married-AF-spouse,Adm-clerical,Own-child,Asian-Pac-Islander
85,Federal-gov,Assoc-acdm,10,Divorced,Other-service,Wife,Asian-Pac-Islander
84,Never-worked,Bachelors,16,Married-spouse-absent,Armed-Forces,Own-child,Amer-Indian-Eskimo
26,Federal-gov,HS-grad,9,Separated,?,Own-child,Black
65,Never-worked,10th,2,Married-spouse-absent,Priv-house-serv,Other-relative,Black
42,?,HS-grad,11,Married-spouse-absent,Priv-house-serv,Other-relative,Black
39,Federal-gov,5th-6th,14,Married-AF-spouse,Other-service,Husband,Other
50,Private,Bachelors,15,Married-spouse-absent,Protective-serv,Wife,White
23,Self-emp-inc,Bachelors,1,Married-AF-spouse,Prof-specialty,Own-child,White
34,Never-worked,Prof-school,16,Married-AF-spouse,Other-service,Not-in-family,White
47,Without-pay,Prof-school,8,Separated,Transport-moving,Other-relative,Black
61,Never-worked,10th,1,Married-spouse-absent,Armed-Forces,Husband,Amer-Indian-Eskimo
50,Without-pay,9th,15,Separated,?,Wife,Asian-Pac-Islander
83,?,1st-4th,6,Married-AF-spouse,Prof-specialty,Husband,Other
49,Never-worked,10th,14,Married-AF-spouse,Machine-op-inspct,Wife,Black
30,?,11th,2,Separated,Sales,Other-relative,Black
33,Self-emp-not-inc,11th,10,Married-AF-spouse,Machine-op-inspct,Not-in-family,Black
53,Never-worked,5th-6th,10,Married-AF-spouse,Machine-op-inspct,Other-relative,White
60,Without-pay,Doctorate,1,Married-civ-spouse,Farming-fishing,Not-in-family,Black
46,Local-gov,Bachelors,6,Married-AF-spouse,Prof-specialty,Husband,Other
33,Self-emp-not-inc,Assoc-voc,6,Married-AF-spouse,Machine-op-inspct,Unmarried,Black
59,Self-emp-not-inc,HS-grad,5,Separated,?,Other-relative,Black
80,Self-emp-inc,Masters,12,Married-AF-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander
87,Federal-gov,11th,9,Married-AF-spouse,Other-service,Not-in-family,Asian-Pac-Islander
23,Never-worked,Assoc-acdm,1,Separated,?,Unmarried,White
18,?,Bachelors,9,Married-AF-spouse,Prof-specialty,Own-child,Asian-Pac-Islander
86,Self-emp-not-inc,Doctorate,8,Divorced,Exec-managerial,Other-relative,Amer-Indian-Eskimo
48,Local-gov,Assoc-acdm,8,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander
47,Private,Doctorate,6,Married-AF-spouse,Exec-managerial,Other-relative,White
44,State-gov,Preschool,2,Widowed,Craft-repair,Husband,White
63,Local-gov,5th-6th,4,Married-AF-spouse,Prof-specialty,Other-relative,Other
52,Self-emp-not-inc,10th,5,Married-AF-spouse,Priv-house-serv,Other-relative,White
58,Never-worked,Prof-school,1,Never-married,Transport-moving,Other-relative,Amer-Indian-Eskimo
80,?,7th-8th,14,Divorced,Priv-house-serv,Husband,Asian-Pac-Islander
27,Self-emp-not-inc,Assoc-voc,16,Divorced,Sales,Own-child,White
64,Local-gov,Masters,13,Divorced,Transport-moving,Own-child,Amer-Indian-Eskimo
88,Federal-gov,Some-college,10,Married-AF-spouse,Priv-house-serv,Husband,Other
32,Without-pay,Doctorate,12,Divorced,Exec-managerial,Husband,White
83,?,Masters,6,Divorced,Other-service,Wife,Asian-Pac-Islander
51,Federal-gov,Assoc-acdm,11,Married-AF-spouse,Other-service,Husband,Other
17,State-gov,Preschool,12,Married-AF-spouse,Other-service,Unmarried,Amer-Indian-Eskimo
65,State-gov,HS-grad,6,Widowed,Craft-repair,Not-in-family,Black
57,State-gov,12th,16,Married-civ-spouse,Protective-serv,Own-child,Other
74,Self-emp-inc,Some-college,15,Separated,Handlers-cleaners,Wife,Amer-Indian-Eskimo
40,?,5th-6th,13,Married-AF-spouse,Machine-op-inspct,Not-in-family,White
50,Private,12th,9,Widowed,Protective-serv,Wife,Black
46,Local-gov,HS-grad,13,Separated,Transport-moving,Unmarried,Asian-Pac-Islander
35,Federal-gov,Preschool,8,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander
73,Never-worked,Assoc-voc,6,Married-civ-spouse,Machine-op-inspct,Own-child,Black
81,Federal-gov,Masters,6,Separated,Transport-moving,Own-child,Amer-Indian-Eskimo
63,Self-emp-inc,Assoc-acdm,11,Married-civ-spouse,Exec-managerial,Other-relative,Other
36,Self-emp-inc,Doctorate,15,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander
80,Self-emp-inc,10th,3,Married-AF-spouse,Priv-house-serv,Not-in-family,Asian-Pac-Islander
43,Local-gov,Doctorate,5,Married-civ-spouse,Farming-fishing,Wife,White
82,Federal-gov,Bachelors,12,Married-civ-spouse,Tech-support,Other-relative,Amer-Indian-Eskimo
84,Federal-gov,HS-grad,13,Married-civ-spouse,Farming-fishing,Own-child,Amer-Indian-Eskimo
34,Without-pay,11th,10,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander
51,Without-pay,Bachelors,12,Married-spouse-absent,Armed-Forces,Husband,Black
73,Never-worked,Masters,6,Married-AF-spouse,Other-service,Own-child,Black
27,Federal-gov,Assoc-voc,5,Married-civ-spouse,Machine-op-inspct,Wife,White
40,Local-gov,Bachelors,7,Married-AF-spouse,Prof-specialty,Not-in-family,Black
28,Self-emp-not-inc,Prof-school,14,Separated,Transport-moving,Other-relative,White
72,Self-emp-inc,Masters,8,Widowed,Transport-moving,Own-child,Amer-Indian-Eskimo
30,Private,1st-4th,12,Widowed,Handlers-cleaners,Other-relative,Black
19,Federal-gov,9th,12,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander
76,Local-gov,Bachelors,3,Divorced,Sales,Own-child,Asian-Pac-Islander
26,Never-worked,Assoc-acdm,15,Never-married,Other-service,Own-child,Black
37,Private,1st-4th,7,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo
39,Never-worked,5th-6th,9,Married-spouse-absent,Protective-serv,Husband,Other
48,Never-worked,HS-grad,11,Widowed,Handlers-cleaners,Own-child,White
88,Never-worked,Bachelors,10,Married-civ-spouse,Sales,Other-relative,White
45,State-gov,11th,7,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo
59,Self-emp-not-inc,Doctorate,2,Married-AF-spouse,Exec-managerial,Unmarried,White
67,Never-worked,Some-college,13,Married-civ-spouse,Protective-serv,Wife,Black
24,Self-emp-not-inc,Doctorate,8,Married-civ-spouse,Exec-managerial,Own-child,Black
76,Federal-gov,Bachelors,10,Never-married,Sales,Wife,Asian-Pac-Islander
26,Federal-gov,5th-6th,4,Married-AF-spouse,Other-service,Own-child,Black
61,Federal-gov,HS-grad,6,Never-married,Handlers-cleaners,Husband,Amer-Indian-Eskimo
63,Local-gov,Assoc-acdm,16,Married-AF-spouse,Exec-managerial,Other-relative,Other
42,Federal-gov,Some-college,15,Never-married,Handlers-cleaners,Unmarried,Black
49,Without-pay,10th,8,Married-spouse-absent,Tech-support,Wife,Black
19,Federal-gov,HS-grad,12,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo
