age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
56,Private,101967,Assoc-voc,12,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,20,United-States,<=50K
34,?,208478,10th,13,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Female,0,1762,40,Honduras,>50K
41,Private,41777,Preschool,10,Separated,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K
22,Private,348460,7th-8th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,<=50K
19,Self-emp-inc,333611,Masters,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,10,United-States,<=50K
68,Private,129640,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Self-emp-not-inc,252862,HS-grad,13,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,25,United-States,<=50K
48,Private,120617,Some-college,10,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,89,United-States,>50K
46,Private,184665,Bachelors,9,Divorced,Craft-repair,Not-in-family,White,Male,4064,0,40,United-States,>50K
63,Private,48120,Some-college,7,Married-civ-spouse,Craft-repair,Husband,White,Male,10520,0,40,United-States,<=50K
61,Self-emp-inc,157747,Assoc-voc,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,India,>50K
55,Self-emp-not-inc,167615,Bachelors,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,180916,Some-college,14,Widowed,Adm-clerical,Husband,White,Female,0,0,35,Yugoslavia,<=50K
22,Private,89054,Bachelors,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7443,0,30,United-States,<=50K
32,Private,197656,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,41310,0,40,United-States,>50K
18,Self-emp-not-inc,240554,Bachelors,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,15,United-States,<=50K
70,Private,29145,HS-grad,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,137814,Some-college,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,48,United-States,<=50K
17,Private,29933,HS-grad,10,Never-married,Handlers-cleaners,Own-child,White,Male,13550,0,40,United-States,<=50K
48,Private,244341,10th,12,Never-married,Exec-managerial,Own-child,White,Male,0,2129,25,United-States,<=50K
51,Self-emp-inc,108083,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,>50K
20,Private,219137,Some-college,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,50,United-States,<=50K
36,Private,201513,Assoc-voc,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,368757,Some-college,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,45,United-States,<=50K
23,Private,145576,Some-college,9,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
33,Private,170979,Some-college,13,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,45,United-States,<=50K
37,Self-emp-not-inc,270218,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
31,Self-emp-not-inc,252862,Assoc-voc,13,Divorced,Sales,Unmarried,White,Female,0,1719,40,United-States,<=50K
62,Local-gov,255957,HS-grad,6,Divorced,Other-service,Own-child,White,Female,0,0,44,United-States,<=50K
58,Local-gov,94936,11th,15,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,20,United-States,>50K
50,Private,219137,Masters,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1573,12,United-States,>50K
61,Private,150296,HS-grad,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
63,Private,148121,Masters,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
22,Private,154667,HS-grad,13,Married-civ-spouse,Sales,Husband,White,Male,2202,0,44,Iran,<=50K
20,Self-emp-not-inc,205428,Some-college,12,Never-married,Farming-fishing,Own-child,Black,Female,0,0,42,United-States,<=50K
18,Private,396758,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,103345,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
18,?,124905,11th,12,Never-married,?,Own-child,White,Female,0,0,45,China,<=50K
23,Private,206250,Bachelors,5,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,43599,9th,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
63,Federal-gov,282664,Masters,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
38,Private,107096,12th,10,Married-civ-spouse,Sales,Wife,White,Female,0,1504,10,United-States,<=50K
42,Private,227359,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K
25,Private,164775,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Black,Male,0,0,40,United-States,<=50K
26,?,212245,1st-4th,9,Never-married,?,Own-child,White,Female,0,1672,10,United-States,<=50K
34,Private,121362,Some-college,13,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
39,Private,339755,Bachelors,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
46,?,258730,7th-8th,7,Married-civ-spouse,?,Husband,Other,Male,99999,0,35,United-States,<=50K
32,Local-gov,654141,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
17,Private,157331,HS-grad,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
38,Private,123178,11th,13,Never-married,Craft-repair,Own-child,Black,Male,0,0,70,United-States,<=50K
76,Self-emp-inc,285730,HS-grad,11,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,Canada,<=50K
49,Private,58880,HS-grad,9,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K
68,Private,183257,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,316702,Prof-school,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
20,Private,149116,HS-grad,10,Widowed,Sales,Unmarried,White,Female,0,0,28,United-States,<=50K
31,Private,69847,Some-college,9,Never-married,Exec-managerial,Own-child,White,Male,0,1980,38,United-States,<=50K
21,Private,407930,10th,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
38,Private,128212,Bachelors,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
61,Private,281437,Bachelors,9,Never-married,Craft-repair,Own-child,White,Male,6497,0,40,United-States,<=50K
34,Private,103966,Masters,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
27,Self-emp-not-inc,293791,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,128736,HS-grad,13,Never-married,Sales,Not-in-family,Black,Female,0,0,40,United-States,<=50K
37,Private,193237,HS-grad,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2202,0,35,United-States,<=50K
34,Private,197867,Assoc-acdm,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,361888,Some-college,10,Divorced,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,309463,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Self-emp-inc,106252,11th,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,El-Salvador,<=50K
51,Private,329266,Bachelors,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,>50K
46,?,91928,HS-grad,10,Never-married,?,Own-child,White,Female,7430,0,35,South,<=50K
18,Private,196227,HS-grad,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,Mexico,<=50K
51,Private,181762,HS-grad,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2163,40,United-States,>50K
29,Local-gov,276153,11th,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,24,United-States,<=50K
45,Private,430175,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,65,Mexico,<=50K
18,Private,60288,Some-college,11,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,207391,HS-grad,7,Divorced,Handlers-cleaners,Not-in-family,Other,Male,0,0,39,United-States,<=50K
49,Private,88265,7th-8th,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
47,Self-emp-not-inc,183390,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,0,1980,40,United-States,>50K
22,Private,31985,Some-college,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,51,United-States,<=50K
43,Private,109015,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Private,198400,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,81,United-States,<=50K
33,Self-emp-not-inc,89083,10th,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
19,Private,207791,Some-college,13,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
40,Private,107597,Bachelors,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,6,United-States,>50K
41,Private,203518,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
36,State-gov,229756,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
57,Private,107373,9th,10,Divorced,Exec-managerial,Not-in-family,White,Female,2653,0,40,United-States,<=50K
84,Private,24504,HS-grad,11,Never-married,Sales,Not-in-family,White,Female,0,0,28,United-States,<=50K
53,Private,54595,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
47,?,245317,Preschool,11,Married-AF-spouse,?,Own-child,White,Female,0,1977,40,United-States,>50K
24,?,509866,HS-grad,11,Married-civ-spouse,?,Husband,Other,Male,0,0,40,United-States,<=50K
47,Private,353824,Some-college,9,Married-civ-spouse,Sales,Husband,White,Male,3674,0,20,United-States,>50K
50,Private,215304,Some-college,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
41,Private,291702,Some-college,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,75,United-States,<=50K
64,Private,328239,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,27,United-States,<=50K
68,Private,203463,Assoc-acdm,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,123436,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,50,United-States,>50K
46,Self-emp-not-inc,329174,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,<=50K
32,Private,128061,7th-8th,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,142219,Bachelors,2,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
25,Private,249857,7th-8th,10,Never-married,Tech-support,Unmarried,White,Male,0,0,40,United-States,<=50K
35,Private,207779,Masters,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
25,State-gov,33616,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2754,40,United-States,>50K
65,Private,154083,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
57,Federal-gov,298577,HS-grad,4,Divorced,Adm-clerical,Unmarried,White,Female,0,2352,40,United-States,<=50K
23,Private,274562,HS-grad,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,52,United-States,<=50K
40,Private,185132,Bachelors,8,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
25,Self-emp-not-inc,107801,HS-grad,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,44,United-States,<=50K
24,Local-gov,150993,Bachelors,10,Separated,Farming-fishing,Not-in-family,Other,Male,0,0,20,United-States,<=50K
82,Federal-gov,295791,11th,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
37,Local-gov,242082,Some-college,9,Separated,Prof-specialty,Unmarried,White,Female,7688,0,6,United-States,<=50K
37,Self-emp-inc,210527,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7443,0,45,United-States,<=50K
37,Private,96862,Bachelors,10,Married-civ-spouse,Transport-moving,Husband,White,Male,114,2179,40,United-States,>50K
23,Private,113185,Assoc-voc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,304504,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,30,United-States,>50K
21,Without-pay,129804,Some-college,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,100669,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,28,United-States,<=50K
62,Self-emp-not-inc,153927,Bachelors,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,75,United-States,>50K
37,Self-emp-not-inc,288486,11th,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,303822,Assoc-acdm,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
32,?,122042,HS-grad,10,Married-civ-spouse,?,Husband,White,Male,0,0,25,United-States,<=50K
27,Federal-gov,119721,9th,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,20,United-States,<=50K
52,Self-emp-inc,238415,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United-States,>50K
20,State-gov,104118,HS-grad,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
19,Private,296892,Some-college,12,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
23,Private,229826,HS-grad,7,Never-married,Adm-clerical,Own-child,Black,Female,2202,0,40,United-States,<=50K
28,?,51290,9th,9,Married-civ-spouse,?,Wife,Black,Female,0,0,20,United-States,<=50K
40,Private,412149,Some-college,3,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
35,Private,230875,Bachelors,9,Divorced,Handlers-cleaners,Not-in-family,Other,Male,0,0,40,United-States,<=50K
32,Private,225724,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,State-gov,245842,Masters,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,24,United-States,<=50K
28,Federal-gov,78649,HS-grad,5,Never-married,Adm-clerical,Not-in-family,White,Male,0,1648,42,United-States,<=50K
23,Never-worked,168195,HS-grad,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
42,Private,156300,HS-grad,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
36,Local-gov,169631,9th,9,Married-spouse-absent,Priv-house-serv,Not-in-family,Other,Female,0,0,40,United-States,<=50K
58,Private,35034,Some-college,7,Divorced,Adm-clerical,Own-child,White,Female,0,2205,40,United-States,<=50K
39,?,142494,Some-college,13,Married-civ-spouse,?,Wife,White,Female,0,0,35,Cambodia,>50K
41,Private,305319,Some-college,15,Married-civ-spouse,Sales,Wife,White,Female,0,1594,40,Honduras,>50K
34,Private,175697,HS-grad,14,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Private,126204,11th,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,Cuba,<=50K
49,Private,64167,9th,4,Divorced,Prof-specialty,Unmarried,White,Female,4386,0,24,United-States,<=50K
18,Private,199884,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,391867,Some-college,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,>50K
41,Private,170104,HS-grad,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
26,Federal-gov,214619,HS-grad,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
64,Private,241360,10th,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
19,Private,507875,Some-college,8,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,45,Mexico,<=50K
44,Private,275094,Bachelors,9,Married-civ-spouse,Sales,Husband,White,Male,2062,0,40,Yugoslavia,>50K
40,?,193775,HS-grad,10,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
19,Local-gov,26145,Prof-school,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,16,United-States,<=50K
40,Private,204450,Some-college,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
41,Self-emp-not-inc,99462,Assoc-voc,16,Married-civ-spouse,Other-service,Husband,White,Male,0,0,6,United-States,<=50K
23,Federal-gov,350247,Assoc-voc,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
38,Private,145162,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1887,40,United-States,>50K
47,Private,136862,Some-college,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
76,Never-worked,177305,Doctorate,6,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
42,Private,300816,HS-grad,8,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
57,Self-emp-inc,84790,9th,14,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,United-States,<=50K
21,State-gov,53498,Bachelors,12,Divorced,Transport-moving,Unmarried,Black,Male,2463,0,45,United-States,<=50K
34,Private,118876,Assoc-voc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1573,84,?,>50K
26,Private,146764,Bachelors,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
38,Local-gov,242968,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
56,Private,269042,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,United-States,>50K
41,Private,161631,7th-8th,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
56,Private,247892,HS-grad,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
28,Private,153031,Assoc-acdm,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,>50K
25,Private,184581,HS-grad,8,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
72,State-gov,44064,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Self-emp-not-inc,107548,Some-college,9,Never-married,Transport-moving,Other-relative,White,Male,15024,0,50,United-States,<=50K
65,?,183893,Bachelors,10,Divorced,?,Unmarried,White,Male,0,0,50,United-States,<=50K
27,Private,171114,Assoc-voc,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,12,United-States,<=50K
50,Private,255934,HS-grad,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
35,Private,129172,Assoc-voc,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
39,State-gov,128224,Masters,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
52,Local-gov,367533,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1485,40,United-States,>50K
68,Federal-gov,244341,Some-college,10,Divorced,Machine-op-inspct,Other-relative,Black,Female,0,0,15,United-States,<=50K
62,Private,196508,HS-grad,14,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,3900,70,United-States,<=50K
19,Private,123677,11th,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
48,Private,148738,HS-grad,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
27,Private,127306,7th-8th,9,Never-married,Craft-repair,Not-in-family,Black,Male,10605,0,60,United-States,<=50K
46,Private,240562,7th-8th,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
38,Private,179484,HS-grad,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2754,9,United-States,>50K
29,Private,55717,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K
22,Federal-gov,44368,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,3887,0,65,United-States,<=50K
25,Private,258730,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
27,Private,121590,Some-college,9,Never-married,Prof-specialty,Not-in-family,White,Male,99999,0,40,Mexico,<=50K
49,Private,98995,HS-grad,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
35,Private,336042,Doctorate,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1974,35,United-States,>50K
47,Private,245199,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
18,Private,31985,HS-grad,10,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
60,Private,279015,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,Mexico,>50K
51,Local-gov,187717,Assoc-voc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
39,?,205267,Some-college,9,Separated,?,Not-in-family,White,Male,0,3770,45,United-States,<=50K
46,Private,292583,Bachelors,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,42,United-States,<=50K
27,Private,58484,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,10,United-States,<=50K
47,State-gov,188220,Some-college,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
35,Private,197810,HS-grad,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,188171,Bachelors,14,Never-married,Craft-repair,Not-in-family,Other,Male,0,0,45,India,>50K
30,Private,233472,Doctorate,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K
22,Self-emp-not-inc,229826,Bachelors,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,335605,Bachelors,7,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K
37,Private,97823,Some-college,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,United-States,<=50K
46,Private,174732,Masters,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,45,Mexico,>50K
37,Private,191703,HS-grad,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,55,United-States,<=50K
41,Private,98986,Assoc-voc,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,38,United-States,<=50K
45,Private,427382,Some-college,13,Married-civ-spouse,Craft-repair,Husband,White,Male,2829,0,45,United-States,>50K
51,Private,186370,Assoc-acdm,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
17,Private,232036,HS-grad,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,44,United-States,<=50K
68,State-gov,346034,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
78,Self-emp-not-inc,153312,HS-grad,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,>50K
31,Self-emp-inc,286310,HS-grad,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
30,Federal-gov,95108,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
20,Private,283515,HS-grad,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
41,Private,209433,Assoc-acdm,14,Married-civ-spouse,Sales,Wife,White,Female,0,1726,45,Hong,>50K
33,Self-emp-not-inc,266081,Some-college,9,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
40,Private,157331,Some-college,9,Never-married,Adm-clerical,Not-in-family,Black,Female,15024,0,40,United-States,<=50K
24,Private,170310,7th-8th,13,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
87,Private,150061,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
38,Private,94962,11th,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,<=50K
19,Private,19214,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
17,Private,32291,Bachelors,10,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,40,Philippines,<=50K
25,Self-emp-not-inc,193568,HS-grad,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,12,United-States,<=50K
34,Private,340899,HS-grad,3,Widowed,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
50,Private,234960,Some-college,9,Never-married,Craft-repair,Own-child,White,Male,0,2129,40,United-States,<=50K
18,Private,243587,Assoc-voc,15,Divorced,Exec-managerial,Unmarried,White,Female,0,2206,30,Jamaica,>50K
56,Private,202642,Some-college,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,65,United-States,>50K
68,Self-emp-not-inc,187215,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,2415,45,United-States,>50K
35,Self-emp-not-inc,153927,Some-college,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States,<=50K
35,Private,277455,HS-grad,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
50,Local-gov,283268,Some-college,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,2993,0,50,United-States,>50K
24,Private,143807,HS-grad,13,Separated,Craft-repair,Not-in-family,White,Male,10520,0,40,United-States,<=50K
33,Private,140798,HS-grad,10,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,<=50K
42,Private,152140,Bachelors,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4064,1977,60,United-States,>50K
55,Private,198616,Some-college,12,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Columbia,<=50K
46,Self-emp-inc,121781,Assoc-acdm,6,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
55,Private,126754,Some-college,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,>50K
24,Self-emp-not-inc,123178,Bachelors,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,178353,Some-college,9,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
19,Private,149756,Some-college,12,Never-married,Exec-managerial,Unmarried,White,Male,0,0,24,United-States,<=50K
34,Federal-gov,459248,11th,10,Never-married,Adm-clerical,Not-in-family,White,Male,1055,0,24,United-States,<=50K
36,Private,211408,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1977,35,Philippines,>50K
44,Private,85384,Bachelors,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,<=50K
52,Local-gov,180553,7th-8th,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
75,Federal-gov,153551,HS-grad,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
